text,label
@OfficialDHCL @Azhar_ullah @Moorlandscc @kirkburtoncc what do you expect when pros are playing against village green players he should be able to do that every week against players many many levels below a pro player its no different from a pro footballer playing sunday pub league,0
Woken up at 2:54am by a mini earthquake! Seems it was felt across Essex and Kent. 4.2 on the Richter scale if automated tweets are correct!,0
"Waiting for little one to fall asleep so o can sneak upstairs and get my hot water bottle.

She's sitting up in bed practicing her nodding 🙈",0
I need a line of duty convention LOL I would go NUTS and I’d think everything was reasonably priced bc of what I have to compare it to 😂😂😂😂😩😩😩,0
imagine if he sends a good morning message when he wakes up,0
Second hand embarrassment for anyone that actually queued to get into a nightclub last night🧐,0
Sometimes I'll wake up earlier than usual so that I can have even more time to lay there doing nothing until I'm late for work.,0
Going out is overrated! On the couch watching serial killer documentaries is how I like to spend my Fridays 👵🏼🕵🏻‍♀️,0
Embraced the fact I'm becoming an old woman and ordered myself a knee pillow for bed. I can't wait to wake up without hip pain 😌,0
Shout-out to whoever invented watermelons.,0
Spa night in London booked with the girls 🧖🏻‍♀️😍🥂,0
This weekend I hit a delivery biker with a car door and my Uber score still increased 🏅,0
@Abby_Starling You completely deserve it &amp; are crushing it 100% 🤧❤️ which reminds me I need to get @ you about having one of your Aggretsuko covers made into a print for our Sanrio theme bathroom b/c no have no wall art up,0
"white bitches vomiting on my shoes,, please take a step back before i elbow your face and one inch punch the fetus growing inside of you",0
People really don’t seem to understand that a vaccine and a cure are two completely separate things like we can’t cure covid but we can sure make sure less people have serious side effects by vaccinating them. Almost like exactly what the flu vaccine does 🤔,0
who tf let me take summer session classes,0
"now I’m no mathematician, but pretty sure it doesn’t take 7 cops to arrest 1 person",0
"@GriffinGullotti @BovadaOfficial I've withdrawn over 5 figures approaching 6 with no issue 

don't care g",0
not asda having only one checkout lane open i’ve been standing in this line for like 20 minutes with my food slowly defrosting without people social distancing around me 💀💀💀 @AsdaServiceTeam,0
"Today I Learnt that ""LL Cool J"" stands for ""Ladies Love Cool J"" unreal! #shocked #TIL",0
I love how Javer only started to suspect Jean Valjean was the mayor bc of his big beefy muscles,0
when cat sits on my feet and makes them warm 🥺🥺🥺,0
The fact that I went to high school with someone who was in that group and was an ab*ser. Like all a group of sickos tbh https://t.co/VNSvQBx3xC,0
"I'm gonna aspire to be my mirroverse self 😌

If that's a good thing or not idk",0
"I’m terrible at taking sick days from work, so this morning Taylor goes, “think about the kitties, hot chocolate,  and Criminal Minds on the couch!” And I’m staying home 😂",0
"thinking of graduating from oxbridge and then making £800,000 per year from a weekly newspaper column exploring such topics as “the much-maligned cauliflower”",0
"fuck off calling your book ""eleanor oliphant is completely fine"" twee curly license-free font horseshit. radio 4 book club dick ass. call your book ""Pussy Popping At The Homicide Casino"" or i am not reading it",0
"come to think of it, I actually have never heard a Catholic man apologize",0
Tweeting celebrities 31 years older than you to a fight is a stupid trend. @johnelway I’d rather get a beer with you and cheer on the @Broncos and thank you for all the work you do with them!,0
If drugs are banned from sports why isn’t makeup banned from beauty pageants?,0
Hypothetically if you started a new job and one of your colleagues was a jake from love island stan … what would you hypothetically do,0
"Every episode of Curious George ever: the humans inexplicably leave a chimpanzee in charge of something important, wacky hijinks ensue.",0
@JessicaChung13 4) never take a first hour class,0
OT OT,0
@TrujistaSancho Reminder that City and United finished on the same number of points in 15/16…,0
y’all ever just sob in the vinbúðin?,0
centipede just ran across my bed while i was in it. knocked a year off of my life expectancy for sure.,0
"What has happened to America? People of color can’t peacefully protest for basic human rights and dignity without running the risk of getting beaten or pepper sprayed, but a group of bitter white (mostly males) can break into the Capital with weapons while the police do nothing?",0
"Chris:*tells elaborate story of how he and Michael lost 2 different lifeguarding whistles*
Me: wow, you really blew it didn't you",0
If you wear a bandana as your mask I’m only going to do the logical thing and assume you’re a cowboy,0
"@ownyourowndata @Algorandd Be nice to add more to my pot, maybe one day i can give some away.. #Algorand",0
@gcntweet how has Marcel Kittle been allowed to use disc brakes his year??,0
"Reporting on this ceasefire makes it sound like both sides agreed to stop the violence. But you don't get to call a T.O. when you're getting chased down by a leopard. This ""ceasefire"" is just Israel saying it'll pause its ethnic cleansing for a little while.",0
Both doors to my house were open for a bit today and neither cat used the chance to escape 🥺 I think they really love us,0
"Imagine spending 14 years building an image of being a genuine communist party only to throw it all down the shit can with a year long campaign of being bigoted traditionalists.

Funny how you see much less CPGB-ML activity in cities all across the UK since this shit started. https://t.co/NnurKZEZEk",0
"@agusriver13 Oh, I'd love taking on Culver as a reclamation project, and Hernangomez is a great backup. Only issue I see here is the earliest we could trade a first-round pick is 2027.",0
Honestly you don’t know pain until your esthetician does a microdermabrasion on you 😩😭,0
drinking cold water after putting in a piece of mint gum should be an olympic sport,0
"I would trade my left eye not to have OCD anymore, it’s 5am and I’m here trying not to pluck my scalp bare",0
@truelyesoteric @howisthewater @JacobWohlReport Tomorrow at noon it's instant communism and we get our national wife chain started.,0
