idx,text,label
178,"Sir, I need Velusamy sir's date of birth and company bank facilities details.",1
179,Lmao. Take a pic and send it to me.,1
180,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,1
181,Nope i'm not drivin... I neva develop da photos lei...,1
182,Nothing just getting msgs by dis name wit different no's..,1
183,Super da:)good replacement for murali,1
184,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,0
185,"K I'll head out in a few mins, see you there",1
186,I accidentally deleted the message. Resend please.,1
187,When you came to hostel.,1
188,I absolutely LOVE South Park! I only recently started watching the office.,1
189,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,1
190,"Did you hear about the new ""Divorce Barbie""? It comes with all of Ken's stuff!",0
191,Then why no one talking to me,1
192,Have you seen who's back at Holby?!,1
193,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",1
194,U too...,1
195,Sindu got job in birla soft ..,1
196,So why didnt you holla?,1
197,Ill be there on  &lt;#&gt;  ok.,1
198,Goodnight da thangam I really miss u dear.,1
199,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",1
200,U guys never invite me anywhere :(,1
201,"Sorry, I'll call later",1
202,Can you say what happen,1
203,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",1
204,Spoons it is then okay?,1
205,I tot u outside cos darren say u come shopping. Of course we nice wat. We jus went sim lim look at mp3 player.,1
206,I always chat with you. In fact i need money can you raise me?,1
207,Wake me up at  &lt;#&gt;  am morning:),1
208,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,1
209,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester",1
210,Happy birthday... May all ur dreams come true...,1
211,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18,0
212,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386 ,0
213,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK MORROW. C U THIS WK? WHO WAS THE MSG 4?  RANDOM!,1
214,THANX 4 PUTTIN DA FONE DOWN ON ME!!,1
215,Am going to take bath ill place the key in window:-),1
216,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,1
217,Oh really?? Did you make it on air? What's your talent?,1
218,I'm in town now so i'll jus take mrt down later.,1
219,"Well, i'm gonna finish my bath now. Have a good...fine night.",1
220,WOW! The Boys R Back. TAKE THAT 2007 UK Tour. Win VIP Tickets & pre-book with VIP Club. Txt CLUB to 81303. Trackmarque Ltd info@vipclub4u.,0
221,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,1
222,"It's wylie, you in tampa or sarasota?",1
223,No calls..messages..missed calls,1
224,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",1
225,Ryder unsold.now gibbs.,1
226,I'm done. C ü there.,1
227,We have to pick rayan macleran there.,1
228,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""",1
229,That's significant but dont worry.,1
230,"Its good, we'll find a way",1
231,Oh ok i didnt know what you meant. Yep i am baby jontin,1
232,Early bird! Any purchases yet?,1
233,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",1
234,Ok. I asked for money how far,1
235,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),1
236,Anything lor if they all go then i go lor...,1
237,Where in abj are you serving. Are you staying with dad or alone.,1
238,Moji i love you more than words. Have a rich day,1
239,Friends that u can stay on fb chat with,1
240,Oh my God. I'm almost home,1
241,Going to join tomorrow.,1
242,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",0
243,Glad to see your reply.,1
244,Ü give me some time to walk there.,1
245,K..k.:)congratulation ..,1
246,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",1
247,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,1
248,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",1
249,"Sir Goodmorning, Once free call me.",1
250,Mm you ask him to come its enough :-),1
251,"Aight, lemme know what's up",1
252,"Yeah, give me a call if you've got a minute",1
253,Mmm so yummy babe ... Nice jolt to the suzy,1
254,"Maybe westshore or hyde park village, the place near my house?",1
255,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,1
256,I see a cup of coffee animation,1
257,K...k:)why cant you come here and search job:),1
258,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,0
259,Only once then after ill obey all yours.,1
260,Noice. Text me when you're here,1
261,Hmm ill have to think about it... ok you're forgiven! =D,1
262,S now only i took tablets . Reaction morning only.,1
263,Then just eat a shit and wait for ur monkey face bitch.......... U asshole..................,1
264,"Yes, princess. Are you going to make me moan?",1
265,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx,1
266,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",1
267,Well i know Z will take care of me. So no worries.,1
268,Are you still getting the goods.,1
269,Stupid.its not possible,1
270,Are you still playing with gautham?,1
271,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,1
272,Chk in ur belovd ms dict,1
273,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",1
274,"England v Macedonia - dont miss the goals/team news. Txt ur national team to 87077 eg ENGLAND to 87077 Try:WALES, SCOTLAND 4txt/ú1.20 POBOXox36504W45WQ 16+",0
275,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",1
276,This pay is  &lt;DECIMAL&gt;  lakhs:),1
277,Easy ah?sen got selected means its good..,1
278,I cant pick the phone right now. Pls send a message,1
279,I am literally in bed and have been up for like  &lt;#&gt;  hours,1
280,I will be outside office take all from there,1
281,K k:) sms chat with me.,1
282,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,1
283,"""URGENT! This is the 2nd attempt to contact U!U have WON £1000CALL 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. max£7. 50""",0
284,Get ready for  &lt;#&gt;  inches of pleasure...,1
285,What time. I‘m out until prob 3 or so,1
286,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,1
287,Yup... I havent been there before... You want to go for the yoga? I can call up to book ,1
288,Shall i send that exe to your mail id.,1
289,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit",1
290,Hows that watch resizing,1
291,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,0
292,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",1
293,Dad went out oredi... ,1
294,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",1
295,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE,0
296,I cant pick the phone right now. Pls send a message,1
297,ARE YOU IN TOWN? THIS IS V. IMPORTANT,1
298,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,1
299,Tired. I haven't slept well the past few nights.,1
300,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",1
301,I dont want to hear philosophy. Just say what happen,1
302,How much for an eighth?,1
303,I'm home...,1
304,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,0
305,Do u noe wat time e place dat sells 4d closes?,1
306,Buy one egg for me da..please:),1
307,U should have made an appointment,1
308,S:)but he had some luck.2 catches put down:),1
309,Yes.. now only saw your message..,1
310,Yup... How ü noe leh...,1
311,Eatin my lunch...,1
312,Hey gals...U all wanna meet 4 dinner at nìte? ,1
313,I'm at home n ready...,1
314,Can you pls send me that company name. In saibaba colany,1
315,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,1
316,"Sir, i am waiting for your call.",1
317,Gud mrng dear hav a nice day,1
318,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-),1
319,Then ü come n pick me at 530 ar?,1
320,No. But we'll do medical missions to nigeria,1
321,"Sorry, I can't help you on this.",1
322,I'm at work. Please call,1
323,Dont know you bring some food,1
324,I like to talk pa but am not able to. I dont know y.,1
325,K.k.this month kotees birthday know?,1
326,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,1
327,"Yeah I should be able to, I'll text you when I'm ready to meet up",1
328,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",1
329,Gud mrng dear hav a nice day,1
330,I can't describe how lucky you are that I'm actually awake by noon,1
331,Pls she needs to dat slowly or she will vomit more.,1
332,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .,1
333,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,0
334,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,1
335,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",0
336,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,1
337,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop",0
338,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,1
339,Me i'm not workin. Once i get job...,1
340,"UpgrdCentre Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9153. Offer ends 26th July. T&C's apply. Opt-out available",0
341,Printer is cool. I mean groovy. Wine is groovying,1
342,Otherwise had part time job na-tuition..,1
343,Do you hide anythiing or keeping distance from me,1
344,You still at grand prix?,1
345,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",0
346,10 min later k...,1
347,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",1
348,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",0
349,Hui xin is in da lib.,1
350,"Not much, just some textin'. How bout you?",1
351,Then ü ask dad to pick ü up lar... Ü wan 2 stay until 6 meh...,1
352,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",0
353,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",1
354,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,0
355,Ü dun need to pick ur gf?,1
356,S:-)kallis wont play in first two odi:-),1
357,hanks lotsly!,1
358,Hmmm.but you should give it on one day..,1
359,No i am not having not any movies in my laptop,1
360,Ok c ü then.,1
361,"Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds..",1
362,Lol that's different. I don't go trying to find every real life photo you ever took.,1
363,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",0
364,I accidentally brought em home in the box,1
365,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,1
366,Ok then u tell me wat time u coming later lor.,1
367,Went to pay rent. So i had to go to the bank to authorise the payment.,1
368,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",1
369,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",1
370,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|,1
371,So what about you. What do you remember,1
372,Yes its possible but dint try. Pls dont tell to any one k,1
373,Our Prasanth ettans mother passed away last night. Just pray for her and family.,1
374,Lol yeah at this point I guess not,1
375,Wif my family booking tour package.,1
376,Hey do you want anything to buy:),1
377,Then she buying today? Ü no need to c meh...,1
378,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",1
379,Ü bot notes oredi... Cos i juz rem i got...,1
380,Is ur paper today in e morn or aft?,1
381,Ofcourse I also upload some songs,1
382,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,1
383,"Haha, that was the first person I was gonna ask",1
384,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,1
385,"I don't have anybody's number, I still haven't thought up a tactful way to ask alex",1
386,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",1
387,Or I guess  &lt;#&gt;  min,1
388,Ok thanx... Take care then...,1
389,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,0
390,I tagged MY friends that you seemed to count as YOUR friends.,1
391,(That said can you text him one more time?),1
392,"Sorry, got a late start, we're on the way",1
393,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,1
394,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,0
395,Pathaya enketa maraikara pa',1
396,No probably  &lt;#&gt; %.,1
397,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,0
398,Can not use foreign stamps in this country.,1
399,How would my ip address test that considering my computer isn't a minecraft server,1
400,When you guys planning on coming over?,1
401,Are you coming to day for class.,1
402,"sorry brah, just finished the last of my exams, what up",1
403,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",1
