,guid,gold,sm,en
38,1161,0,[0.97547818 0.02452182],0.11515027232751278
39,1206,0,[0.99014964 0.00985036],0.05531276687562368
40,625,1,[0.00929804 0.99070196],0.052750481634964125
41,2710,0,[0.98911477 0.01088523],0.06003080622465041
42,519,1,[0.28854819 0.71145181],0.6008466301695359
43,3316,0,[0.97067864 0.02932136],0.13237516366641397
44,6,1,[0.0283565 0.9716435],0.12898195335311435
45,1211,0,[0.95528684 0.04471316],0.18264387385680808
46,124,1,[0.0177402 0.9822598],0.08910899833753298
47,3099,0,[0.99214749 0.00785251],0.04588211760432759
48,218,1,[0.03032836 0.96967164],0.13588171997625778
49,3446,0,[0.99399952 0.00600048],0.03668040247573892
50,1480,0,[0.99332613 0.00667387],0.04008469581757239
51,1155,0,[0.98953323 0.01046677],0.058135580462765304
52,3041,0,[0.99850778 0.00149222],0.011201709253027357
53,2294,0,[0.99099771 0.00900229],0.05136491397128016
54,1202,0,[0.9917053 0.0082947],0.04800953786771443
55,1185,0,[0.99166053 0.00833947],0.04822361644417545
56,62,1,[0.18726955 0.81273045],0.482239467999548
57,252,1,[0.01324735 0.98675265],0.07044021617568338
58,672,1,[0.01517045 0.98482955],0.07859478208478772
59,2890,0,[0.99654703 0.00345297],0.0230202494941341
60,3128,0,[0.90484605 0.09515395],0.31430273254754554
61,1162,0,[0.98344629 0.01655371],0.08430509468488993
62,1690,0,[0.99568327 0.00431673],0.027813086352423248
63,3229,0,[0.97779169 0.02220831],0.10651330911020958
64,292,1,[0.00671668 0.99328332],0.040298686716792445
65,1788,0,[0.98563929 0.01436071],0.07519333483103498
66,2463,0,[0.99572817 0.00427183],0.0275685655803452
67,3053,0,[0.98986383 0.01013617],0.0566263321114623
68,3077,0,[0.9883545 0.0116455],0.06343292261305072
69,1988,0,[0.98936824 0.01063176],0.058884800994994525
70,2617,0,[0.98713054 0.01286946],0.06880572237959191
71,3377,0,[0.99389826 0.00610174],0.03719696922044371
72,1702,0,[0.99117417 0.00882583],0.050533564600401544
73,2008,0,[0.99575454 0.00424546],0.027424717079159566
74,949,0,[0.99333898 0.00666102],0.040020347930231195
75,2724,0,[0.99149375 0.00850625],0.04901885492717952
76,2898,0,[0.99000326 0.00999674],0.055986563979189864
77,3134,0,[0.98837956 0.01162044],0.06332161068169172
78,1272,0,[0.99417524 0.00582476],0.035779885097100936
79,3291,0,[0.97870212 0.02129788],0.1030481297252997
80,484,1,[0.97615069 0.02384931],0.11266365532057375
81,1260,0,[0.98834036 0.01165964],0.06349570341959378
82,3315,0,[0.99394531 0.00605469],0.036957134345936934
83,2872,0,[0.99785439 0.00214561],0.01532666325010088
84,1578,0,[0.92983944 0.07016056],0.25405407817044473
85,898,0,[0.98777722 0.01222278],0.06598245222471237
86,1268,0,[0.92479558 0.07520442],0.26689773049318094
87,1731,0,[0.99645323 0.00354677],0.023550341529943244
88,1725,0,[0.99413967 0.00586033],0.03596260233047457
89,150,1,[0.9831057 0.0168943],0.0856926922083646
90,53,1,[0.01623962 0.98376038],0.08301917160125397
91,1239,0,[0.98675015 0.01324985],0.07045095099914452
92,1111,0,[0.99667457 0.00332543],0.022295322635458276
93,2168,0,[0.91261732 0.08738268],0.2964401166096076
94,3286,0,[0.99455221 0.00544779],0.033829797677417534
95,1755,0,[0.99208599 0.00791401],0.04617947319297637
96,973,0,[0.98913122 0.01086878],0.059956591692011764
97,118,1,[0.0113207 0.9886793],0.06198583418454547
98,1964,0,[0.99598867 0.00401133],0.026140311079528706
99,230,1,[0.28767414 0.71232586],0.6000559901751413
100,615,1,[0.56409365 0.43590635],0.6849085397861889
101,48,1,[0.64019375 0.35980625],0.6533066376597296
102,926,0,[0.98916836 0.01083164],0.05978903181735206
103,1231,0,[0.99491503 0.00508497],0.03192813097427813
104,1659,0,[0.97299307 0.02700693],0.12417881059649305
105,580,1,[0.01103657 0.98896343],0.060712217355060584
106,1394,0,[0.9965083 0.0034917],0.023239429774874844
107,354,1,[0.01623166 0.98376834],0.08298650732393595
108,2013,0,[0.99461465 0.00538535],0.033504279899317806
109,3433,0,[0.99389878 0.00610122],0.03719430353821941
110,1823,0,[0.99323449 0.00676551],0.04054252104501016
111,608,1,[0.01454326 0.98545674],0.07596411647582321
112,3207,0,[0.95774422 0.04225578],0.17504804238109123
113,1929,0,[0.95952346 0.04047654],0.1694556661865762
114,1898,0,[0.94684406 0.05315594],0.20770490709306733
115,2052,0,[0.9866948 0.0133052],0.07068945544701502
116,2138,0,[0.99454278 0.00545722],0.03387889406590982
117,1673,0,[0.99413068 0.00586932],0.036008738259892856
118,1151,0,[0.99358089 0.00641911],0.0388051676012281
119,668,1,[0.05143542 0.94856458],0.2027202621065089
120,1119,0,[0.91871766 0.08128234],0.2818901842650658
121,39,1,[0.01058854 0.98941146],0.05868879268589298
122,1896,0,[0.99641493 0.00358507],0.023766077112886072
123,1952,0,[0.99260028 0.00739972],0.04367759749224206
124,1908,0,[0.9819502 0.0180498],0.09034899886865848
125,2951,0,[0.9919272 0.0080728],0.04694500675246517
126,2603,0,[0.99332447 0.00667553],0.04009295975616259
127,1188,0,[0.99424415 0.00575585],0.03542525067909837
128,366,1,[0.07274839 0.92725161],0.26069084200712606
129,2820,0,[0.99690247 0.00309753],0.02098759968566357
130,3013,0,[0.99373496 0.00626504],0.03802649475684994
131,626,1,[0.00910331 0.99089669],0.0518392705919837
132,80,1,[0.01114799 0.98885201],0.06121253330709994
133,825,1,[0.00924869 0.99075131],0.05251995093009634
134,2682,0,[0.99585671 0.00414329],0.026865905954571074
135,1574,0,[0.95162447 0.04837553],0.19370402060144087
136,1813,0,[0.80713358 0.19286642],0.4903527067543657
137,3114,0,[0.99783728 0.00216272],0.015431670852388151
138,2850,0,[0.9471745 0.0528255],0.20675216668560803
139,87,1,[0.0127659 0.9872341],0.06835586655096713
140,760,1,[0.0073184 0.9926816],0.04327876420618787
141,2996,0,[0.98988803 0.01011197],0.05651540285011959
142,2768,0,[0.98838502 0.01161498],0.06329731704154458
143,500,1,[0.00866097 0.99133903],0.04975367365663442
144,2242,0,[0.9919221 0.0080779],0.04696955591721003
145,3179,0,[0.99567774 0.00432226],0.027843198915844337
146,3161,0,[0.99553876 0.00446124],0.02859695614435435
147,2526,0,[0.97535678 0.02464322],0.11559712512712576
148,1583,0,[0.96756674 0.03243326],0.14310125145733327
149,92,1,[0.02053749 0.97946251],0.1001236056466191
150,2975,0,[0.9847417 0.0152583],0.07896115146418047
151,1606,0,[0.99464036 0.00535964],0.033370067539166805
152,129,1,[0.05387733 0.94612267],0.20977728414859903
153,3194,0,[0.89967793 0.10032207],0.3257900682708943
154,2611,0,[0.99539747 0.00460253],0.0293588184583293
155,1290,0,[0.9945618 0.0054382],0.0337798356321841
156,1371,0,[0.98735439 0.01264561],0.06783224544311633
157,2786,0,[0.98861768 0.01138232],0.06226108248521249
158,1495,0,[0.98290833 0.01709167],0.08649357374068296
159,2997,0,[0.97752477 0.02247523],0.10752192952236127
160,427,1,[0.01453392 0.98546608],0.07592472600194355
161,1070,0,[0.9268578 0.0731422],0.261692043753891
162,1754,0,[0.99587348 0.00412652],0.0267739020915935
163,1135,0,[0.96366893 0.03633107],0.1561034176735887
164,1814,0,[0.98142042 0.01857958],0.09245840561411618
165,1771,0,[0.92866689 0.07133311],0.2570737298467478
166,2122,0,[0.99439446 0.00560554],0.03464893866528584
167,2566,0,[0.98697725 0.01302275],0.06947010903161789
168,3304,0,[0.96315285 0.03684715],0.15779138350313898
169,1069,0,[0.94589331 0.05410669],0.21043403745738487
170,3033,0,[0.96167266 0.03832734],0.1625914113045701
171,1427,0,[0.9939833 0.0060167],0.03676322774038442
172,2331,0,[0.99668161 0.00331839],0.02225518732643532
173,2607,0,[0.87897709 0.12102291],0.36895812597903277
174,2376,0,[0.99764448 0.00235552],0.016605990416877915
175,1624,0,[0.99274124 0.00725876],0.04298570024485304
176,2615,0,[0.99598634 0.00401366],0.02615316266596219
177,86,1,[0.00948487 0.99051513],0.053620808325536576
178,2366,0,[0.99512312 0.00487688],0.030825830278383128
179,3146,0,[0.94634109 0.05365891],0.20915089925746552
180,1981,0,[0.99051861 0.00948139],0.053604619450886876
181,1444,0,[0.99521549 0.00478451],0.030333694659843986
182,1601,0,[0.98961379 0.01038621],0.05776877191954003
183,1611,0,[0.99596551 0.00403449],0.026267981857160956
184,2876,0,[0.99646567 0.00353433],0.023480177987768042
185,147,1,[0.02476903 0.97523097],0.11605958286381321
186,1238,0,[0.6324187 0.3675813],0.6576558458546605
187,1466,0,[0.9657482 0.0342518],0.1492245327199754
188,2054,0,[0.99029012 0.00970988],0.05466412439213596
189,2570,0,[0.97838603 0.02161397],0.10425564166443085
190,894,0,[0.98557049 0.01442951],0.07548410786441967
191,1009,0,[0.99244849 0.00755151],0.0444196551755726
192,2742,0,[0.9954979 0.0045021],0.028817765659177964
193,3340,0,[0.99033166 0.00966834],0.054471887928938506
194,3437,0,[0.99427488 0.00572512],0.03526687298140347
195,435,1,[0.01312988 0.98687012],0.06993331640483817
196,2173,0,[0.99668515 0.00331485],0.022234939069601067
197,3341,0,[0.99112629 0.00887371],0.05075950336638502
198,36,1,[0.02004485 0.97995515],0.09821361541416462
199,1193,0,[0.99555266 0.00444734],0.02852179525352936
200,2608,0,[0.96355114 0.03644886],0.15648935285754476
201,3358,0,[0.99714123 0.00285877],0.019599554727420435
202,3075,0,[0.9911613 0.0088387],0.05059435428396088
203,955,0,[0.99280706 0.00719294],0.042661696502487655
204,595,1,[0.06067506 0.93932494],0.2288209567131747
205,2969,0,[0.98924674 0.01075326],0.05943488941727607
206,2871,0,[0.99590391 0.00409609],0.026606879963415382
207,3069,0,[0.98740596 0.01259404],0.06760742172822916
208,750,1,[0.00790886 0.99209114],0.04615455553452701
209,3368,0,[0.99812023 0.00187977],0.013676575473107317
210,1629,0,[0.99229126 0.00770874],0.04518506608274625
211,537,1,[0.01200251 0.98799749],0.0650129614574564
212,852,1,[0.02427127 0.97572873],0.11422610164487568
213,246,1,[0.00874484 0.99125516],0.05015083092407678
214,1795,0,[0.94280938 0.05719062],0.21916639120829134
215,764,1,[0.01403974 0.98596026],0.07383231298421336
216,89,1,[0.01483031 0.98516969],0.07717143797951134
217,948,0,[0.99502917 0.00497083],0.0313245732289753
218,1845,0,[0.99527677 0.00472323],0.030006199170724324
219,1142,0,[0.99133314 0.00866686],0.04978159800014758
220,782,1,[0.01411799 0.98588201],0.07416480655634261
221,1507,0,[0.98586315 0.01413685],0.07424489467812545
222,144,1,[0.09569509 0.90430491],0.3155198251101662
223,139,1,[0.01890415 0.98109585],0.09374307807450878
224,1039,0,[0.99164683 0.00835317],0.048289062772513436
225,2136,0,[0.98770978 0.01229022],0.06627846977816247
226,3404,0,[0.97974847 0.02025153],0.09901641666304364
227,564,1,[0.01202993 0.98797007],0.06513385547618215
228,1860,0,[0.992825 0.007175],0.042573258331338244
229,2426,0,[0.99589628 0.00410372],0.026648779462721112
230,1973,0,[0.99702881 0.00297119],0.020255510461681548
231,255,1,[0.25192837 0.74807163],0.5644437767249662
232,1995,0,[0.99729517 0.00270483],0.01869404192578409
233,2635,0,[0.99583175 0.00416825],0.027002660795009212
234,2648,0,[0.99176952 0.00823048],0.047702093693251735
235,1694,0,[0.99096193 0.00903807],0.0515330539861615
236,104,1,[0.11366054 0.88633946],0.3541007970009443
237,2377,0,[0.99329457 0.00670543],0.04024249591659285
238,1951,0,[0.86228775 0.13771225],0.40078872487948936
239,3412,0,[0.99333893 0.00666107],0.04002062426415372
240,1804,0,[0.99661256 0.00338744],0.02264839318282826
241,317,1,[0.02938042 0.97061958],0.132581805179806
242,169,1,[0.66978188 0.33021812],0.6343329985509082
243,1868,0,[0.99252712 0.00747288],0.044035645320735076
244,3287,0,[0.99587831 0.00412169],0.02674742545907502
245,2568,0,[0.98611015 0.01388985],0.0731942390494921
246,1897,0,[0.99134512 0.00865488],0.0497248330565538
247,1281,0,[0.98431721 0.01568279],0.08072416106049116
248,2393,0,[0.9657049 0.0342951],0.1493690635479304
249,1230,0,[0.88052238 0.11947762],0.36588289083198333
250,600,1,[0.01004851 0.98995149],0.05622433219691844
251,12,1,[0.00500335 0.99499665],0.031496773741195604
252,552,1,[0.01909493 0.98090507],0.09449554920921958
253,1696,0,[0.9930229 0.0069771],0.041594831556664186
254,2869,0,[0.98408752 0.01591248],0.08167324964189579
255,2344,0,[0.98663587 0.01336413],0.0709430683380428
256,502,1,[0.017154 0.982846],0.08674600698283924
257,2783,0,[0.99510677 0.00489323],0.030912757860458277
258,2161,0,[0.9939722 0.0060278],0.036819909785642285
259,992,0,[0.99649027 0.00350973],0.023341307436547044
260,653,1,[0.99162131 0.00837869],0.04841091098942839
261,479,1,[0.00830545 0.99169455],0.04806098683604198
262,332,1,[0.00757707 0.99242293],0.044544297791103714
263,1617,0,[0.96587857 0.03412143],0.1487889377200621
264,916,0,[0.88712328 0.11287672],0.3524878672393422
265,40,1,[0.05341209 0.94658791],0.208441927211156
266,3096,0,[0.99446376 0.00553624],0.03428960814761884
267,2973,0,[0.99547884 0.00452116],0.028920620140326914
268,2908,0,[0.99577631 0.00422369],0.027305857328282664
269,965,0,[0.98627607 0.01372393],0.0724859641596606
270,265,1,[0.0058391 0.9941609],0.0358535664957446
271,860,1,[0.03644799 0.96355201],0.15648650116726956
272,1807,0,[0.98748256 0.01251744],0.06727308043167728
273,544,1,[0.01467243 0.98532757],0.0765081179814739
274,219,1,[0.02383352 0.97616648],0.1126050438559567
275,1354,0,[0.99565686 0.00434314],0.027956733532384682
276,3171,0,[0.97515072 0.02484928],0.11635421538445144
277,2351,0,[0.99235848 0.00764152],0.04485822664003761
278,2978,0,[0.99718092 0.00281908],0.019366919531205628
279,2630,0,[0.99434425 0.00565575],0.034908679589931955
280,1714,0,[0.9933854 0.0066146],0.03978787794469553
281,1959,0,[0.99675524 0.00324476],0.02183425724637115
282,1471,0,[0.99461968 0.00538032],0.0334780381822234
283,432,1,[0.0314272 0.9685728],0.13966879047253955
284,2116,0,[0.88926033 0.11073967],0.3480590046824159
285,299,1,[0.71507841 0.28492159],0.5975417083051908
286,2726,0,[0.99244139 0.00755861],0.04445427401357447
287,3319,0,[0.98660013 0.01339987],0.0710967787091585
288,3166,0,[0.68493058 0.31506942],0.6230969102856834
289,3153,0,[0.97580883 0.02419117],0.11393009018285563
290,723,1,[0.98828824 0.01171176],0.06372701185703912
291,1916,0,[0.98150589 0.01849411],0.09211913289327071
292,811,1,[0.0252072 0.9747928],0.11766506512805427
293,1277,0,[0.99550159 0.00449841],0.028797812267741828
294,2084,0,[0.95350926 0.04649074],0.1880498355767292
295,1402,0,[0.99495312 0.00504688],0.03172699840431031
296,140,1,[0.0042894 0.9957106],0.0276643344637715
297,2837,0,[0.99473347 0.00526653],0.03288287931444747
298,2925,0,[0.9820726 0.0179274],0.0898594360915231
299,2782,0,[0.99458778 0.00541222],0.033644447718097645
300,1330,0,[0.99291784 0.00708216],0.042114962713737
301,1275,0,[0.01638121 0.98361879],0.0835995973490189
302,1189,0,[0.99669994 0.00330006],0.02215055427696975
303,2471,0,[0.89233892 0.10766108],0.34159714958696863
304,1689,0,[0.99251164 0.00748836],0.04411131141398625
305,3323,0,[0.996027 0.003973],0.02592878563496548
306,1311,0,[0.99499539 0.00500461],0.03150347725686169
307,2520,0,[0.95078839 0.04921161],0.19618731559814642
308,1738,0,[0.9962145 0.0037855],0.02488843832012175
309,1899,0,[0.98492807 0.01507193],0.07818332927991661
310,2221,0,[0.96892906 0.03107094],0.1384453806251268
311,2359,0,[0.96547534 0.03452466],0.15013451077832046
312,1850,0,[0.99280974 0.00719026],0.0426484683165873
313,2789,0,[0.99244339 0.00755661],0.04444453978817327
314,2040,0,[0.99381737 0.00618263],0.03760840689507074
315,1561,0,[0.99346282 0.00653718],0.039399398017410825
316,136,1,[0.08824797 0.91175203],0.2984654047161263
317,863,1,[0.22815752 0.77184248],0.5370404503989824
318,1515,0,[0.98901049 0.01098951],0.06050054099381526
319,702,1,[0.01941327 0.98058673],0.09574678942761701
320,2935,0,[0.99092132 0.00907868],0.051723740842831115
321,3270,0,[0.99721902 0.00278098],0.019143026478364918
322,109,1,[0.00217527 0.99782473],0.015508633400285313
323,1364,0,[0.9951682 0.0048318],0.030585849128088153
324,31,1,[0.0130847 0.9869153],0.06973805624864253
325,1475,0,[0.98662317 0.01337683],0.07099768109339677
326,281,1,[0.01125659 0.98874341],0.06169907331367546
327,2609,0,[0.99801758 0.00198242],0.014317929588595298
328,2381,0,[0.98851297 0.01148703],0.06272802685088057
329,2470,0,[0.9760785 0.0239215],0.11293148524577142
330,1478,0,[0.99532958 0.00467042],0.029723315131430762
331,1207,0,[0.99651956 0.00348044],0.02317571620984676
332,868,0,[0.99685884 0.00314116],0.02123922772783374
333,2725,0,[0.99613885 0.00386115],0.025309298042809392
334,2030,0,[0.98902139 0.01097861],0.060451504777928086
335,3230,0,[0.99176069 0.00823931],0.04774437345622646
336,1102,0,[0.9929087 0.0070913],0.042160160079734985
337,1250,0,[0.96042994 0.03957006],0.16657537222269372
338,2706,0,[0.99081658 0.00918342],0.05221463036190807
339,813,1,[0.8762996 0.1237004],0.3742335165510026
340,2314,0,[0.77392815 0.22607185],0.5344861752781208
341,2654,0,[0.99629402 0.00370598],0.02444446573484849
342,433,1,[0.07614518 0.92385482],0.269252099062704
343,2562,0,[0.99338843 0.00661157],0.039772703542684404
344,873,0,[0.9952257 0.0047743],0.030279145357161658
345,587,1,[0.02161825 0.97838175],0.10427193358599565
346,2400,0,[0.98754741 0.01245259],0.0669896256089099
347,3150,0,[0.83938934 0.16061066],0.4406811082569878
348,2897,0,[0.99078495 0.00921505],0.05236264660946521
349,3240,0,[0.99008347 0.00991653],0.05561764813228719
350,2910,0,[0.98138994 0.01861006],0.09257928505959541
351,2581,0,[0.99791395 0.00208605],0.014959954027204405
352,3000,0,[0.92500024 0.07499976],0.26638386188953733
353,2948,0,[0.9948321 0.0051679],0.03236501088527349
354,2094,0,[0.96526415 0.03473585],0.15083732434002467
355,850,1,[0.42413727 0.57586273],0.6815922986901882
356,1585,0,[0.96448345 0.03551655],0.15342384249516008
357,2501,0,[0.99174245 0.00825755],0.04783175978436299
358,1605,0,[0.98996781 0.01003219],0.05614941428081095
359,3454,0,[0.99668151 0.00331849],0.022255731662232353
360,448,1,[0.01203277 0.98796723],0.065146410530799
361,2384,0,[0.9933183 0.0066817],0.04012386304482054
362,2992,0,[0.99253677 0.00746323],0.0439884823572038
363,1219,0,[0.99023797 0.00976203],0.054905132712978574
364,3426,0,[0.98502991 0.01497009],0.07775731456047008
365,261,1,[0.00627031 0.99372969],0.03805315598434776
366,3,1,[0.01271005 0.98728995],0.06811292361959718
367,711,1,[0.01217489 0.98782511],0.06577200795961823
368,3253,0,[0.99485854 0.00514146],0.03222588764696813
369,944,0,[0.99373038 0.00626962],0.0380497019608176
370,885,0,[0.94047866 0.05952134],0.22564844601334902
371,1145,0,[0.99693514 0.00306486],0.02079882706792199
372,2482,0,[0.99445234 0.00554766],0.03434891617480547
373,550,1,[0.03703328 0.96296672],0.1583983207726561
374,3031,0,[0.96399048 0.03600952],0.1550478841837667
375,49,1,[0.19603289 0.80396711],0.4948534105035194
376,232,1,[0.01985333 0.98014667],0.0974677480555709
377,1094,0,[0.9903858 0.0096142],0.054221144595798756
378,2661,0,[0.98904749 0.01095251],0.06033396710994897
379,2018,0,[0.8912763 0.1087237],0.3438385836394172
380,1439,0,[0.99121871 0.00878129],0.050323166864806264
381,2803,0,[0.99603486 0.00396514],0.025885357873989868
382,895,0,[0.98862716 0.01137284],0.06221873334518513
383,1579,0,[0.98988917 0.01011083],0.0565102068496397
384,743,1,[0.01374659 0.98625341],0.07258281207691172
385,3394,0,[0.98963684 0.01036316],0.05766372670046839
386,1093,0,[0.98199053 0.01800947],0.09018779293546744
387,2280,0,[0.9891347 0.0108653],0.059940892128088424
388,676,1,[0.01379386 0.98620614],0.0727847185549894
389,1235,0,[0.99267691 0.00732309],0.04330183425582103
390,2914,0,[0.89050522 0.10949478],0.3454577572317497
391,2223,0,[0.99478062 0.00521938],0.032635558319762156
392,1546,0,[0.98031978 0.01968022],0.0967919554566825
393,3044,0,[0.99369505 0.00630495],0.038228543688740825
394,3243,0,[0.9863627 0.0136373],0.0721153628584292
395,2602,0,[0.99760177 0.00239823],0.016863925048459977
396,1625,0,[0.97989519 0.02010481],0.09844671670618803
397,1986,0,[0.99164161 0.00835839],0.048313997216954195
398,2551,0,[0.98092111 0.01907889],0.09443232192304307
399,1,1,[0.00928896 0.99071104],0.05270806966627471
400,709,1,[0.21569844 0.78430156],0.5214094516240528
401,1460,0,[0.99272491 0.00727509],0.043066028233925524
402,2591,0,[0.97754336 0.02245664],0.10745177789359393
403,423,1,[0.01247072 0.98752928],0.06706891112501083
404,1046,0,[0.9887179 0.0112821],0.061813205148797526
405,1682,0,[0.93711119 0.06288881],0.23484329393064274
406,2814,0,[0.99139942 0.00860058],0.04946720212958848
407,1729,0,[0.99415224 0.00584776],0.035898052668007455
408,2907,0,[0.99810378 0.00189622],0.0137797450899902
409,1717,0,[0.98754218 0.01245782],0.06701251708258556
410,2932,0,[0.98547046 0.01452954],0.07590625425840358
411,110,1,[0.11785867 0.88214133],0.3626367189585347
412,1866,0,[0.99007423 0.00992577],0.05566017573543854
413,467,1,[0.01217861 0.98782139],0.06578834641206263
414,2697,0,[0.99468073 0.00531927],0.03315905034258172
415,285,1,[0.13843847 0.86156153],0.40211869859396854
416,1090,0,[0.98364731 0.01635269],0.0834827851026843
417,1848,0,[0.99660792 0.00339208],0.02267475681525777
418,2584,0,[0.99118423 0.00881577],0.05048609414044165
419,1806,0,[0.99414491 0.00585509],0.035935671813657984
420,1877,0,[0.97212655 0.02787345],0.12727053858479687
421,1704,0,[0.99157983 0.00842017],0.04860883021187455
422,1604,0,[0.99536753 0.00463247],0.029519722401241462
423,483,1,[0.00454768 0.99545232],0.029063599641385177
424,120,1,[0.02268868 0.97731132],0.10832614332685124
425,641,1,[0.01182254 0.98817746],0.06421780917740019
426,2840,0,[0.99063974 0.00936026],0.05304071077122127
427,2900,0,[0.98995372 0.01004628],0.05621408882773603
428,947,0,[0.99336417 0.00663583],0.03989426091316022
429,820,1,[0.00596038 0.99403962],0.036475338543222414
430,1032,0,[0.98016099 0.01983901],0.09741189855031239
431,3409,0,[0.99418153 0.00581847],0.03574751901713409
432,2449,0,[0.99328664 0.00671336],0.040282135448782744
433,3458,0,[0.98791424 0.01208576],0.06537985056933568
434,2031,0,[0.99596248 0.00403752],0.026284695702726818
435,1732,0,[0.99572774 0.00427226],0.02757093186528494
436,2903,0,[0.99637727 0.00362273],0.023977813705210575
437,631,1,[0.01819912 0.98180088],0.09094511139838485
438,636,1,[0.00690986 0.99309014],0.04126116555120071
439,1699,0,[0.98002382 0.01997618],0.09794640078036648
440,495,1,[0.00851917 0.99148083],0.049080357409717584
441,945,0,[0.99711672 0.00288328],0.019742934887945394
442,1667,0,[0.99259584 0.00740416],0.04369934990244581
443,2005,0,[0.99648532 0.00351468],0.02336930193074991
444,2090,0,[0.91546814 0.08453186],0.289700563861304
445,2598,0,[0.9578471 0.0421529],0.17472683451232823
446,1205,0,[0.99573056 0.00426944],0.027555548974192136
447,2605,0,[0.99161357 0.00838643],0.048447878793570175
448,303,1,[0.02435932 0.97564068],0.11455118844878485
449,1163,0,[0.99416894 0.00583106],0.03581225073003809
450,1013,0,[0.988472 0.011528],0.06291047652137205
451,1595,0,[0.99529606 0.00470394],0.029902943031502652
452,1803,0,[0.97897897 0.02102103],0.10198660293009726
453,2554,0,[0.94593055 0.05406945],0.2103274715577036
454,1596,0,[0.99221908 0.00778092],0.045535367659138855
455,2254,0,[0.98070885 0.01929115],0.09526743808440824
456,1533,0,[0.97065559 0.02934441],0.13245582155737815
457,340,1,[0.00653735 0.99346265],0.039400253679092084
458,279,1,[0.05809783 0.94190217],0.22170122683517668
459,688,1,[0.04898216 0.95101784],0.19550730764195912
460,1937,0,[0.9941889 0.0058111],0.03570963453600118
461,744,1,[0.1558805 0.8441195],0.4327752283787016
462,1454,0,[0.99496346 0.00503654],0.031672343458727756
463,1530,0,[0.990301 0.009699],0.05461377298613885
464,3233,0,[0.99617317 0.00382683],0.025118550093446913
465,1567,0,[0.9835155 0.0164845],0.08402227885797148
466,1131,0,[0.99678237 0.00321763],0.02167875674939789
467,511,1,[0.00958286 0.99041714],0.05407579973780566
468,3306,0,[0.99121117 0.00878883],0.05035883164888629
469,381,1,[0.01233142 0.98766858],0.06645912932078289
470,1736,0,[0.98283559 0.01716441],0.08678815405461325
471,2594,0,[0.99032576 0.00967424],0.05449923279515353
472,1775,0,[0.99006363 0.00993637],0.05570895023025238
473,1002,0,[0.99700664 0.00299336],0.020384370413219062
474,1847,0,[0.99298799 0.00701201],0.04176786144819243
475,1674,0,[0.995262 0.004738],0.030085222683095856
476,305,1,[0.01232053 0.98767947],0.0664113903425794
477,3119,0,[0.99329643 0.00670357],0.040233179026860584
478,1416,0,[0.98822054 0.01177946],0.06402709255088129
479,3444,0,[0.99119407 0.00880593],0.05043962902037352
480,1244,0,[0.99156921 0.00843079],0.048659450723883856
481,591,1,[0.43957216 0.56042784],0.6858262506640478
482,1910,0,[0.98526466 0.01473534],0.07677265129759937
483,2599,0,[0.98801724 0.01198276],0.06492582651195963
484,424,1,[0.01530001 0.98469999],0.07913490925756171
485,3080,0,[0.98614496 0.01385504],0.07304581042132033
486,1001,0,[0.99724499 0.00275501],0.01899013507932821
