,guid,gold,sm,en
93,6879,0,[9.99626396e-01 3.73603776e-04],0.0033221325687164643
94,22816,1,[0.00143321 0.99856679],0.010816623575892137
95,16296,1,[0.00118673 0.99881327],0.009180510097906377
96,18818,1,[9.54567764e-04 9.99045432e-01],0.007592416725217598
97,5309,0,[9.99601732e-01 3.98268233e-04],0.0035159859094224632
98,5767,0,[9.99616016e-01 3.83983656e-04],0.0034039070426149323
99,16235,1,[0.00392942 0.99607058],0.025687778053381693
100,17783,1,[9.04377609e-04 9.99095622e-01],0.00724208518871557
101,10463,0,[9.99131453e-01 8.68547483e-04],0.0069902906718719605
102,9581,0,[9.99621546e-01 3.78454316e-04],0.0033603813761607943
103,24759,1,[0.00318442 0.99681558],0.02148810518656097
104,23048,1,[0.00229724 0.99770276],0.01625272500641832
105,18603,1,[9.08823670e-04 9.99091176e-01],0.007273229418229643
106,14831,1,[0.00138056 0.99861944],0.010470985979753173
107,22692,1,[8.25673413e-04 9.99174327e-01],0.006687045000765418
108,23809,1,[0.00101451 0.99898549],0.008007362645573507
109,15821,1,[0.00116598 0.99883402],0.009040585895858487
110,12100,0,[0.99806152 0.00193848],0.014044036852956852
111,5574,0,[9.99626545e-01 3.73455019e-04],0.0033209585531117827
112,24183,1,[9.01856985e-04 9.99098143e-01],0.00722441875528274
113,14336,1,[0.00198807 0.99801193],0.0143530647381086
114,444,0,[9.99649927e-01 3.50072703e-04],0.0031356693428020335
115,22062,1,[0.00187869 0.99812131],0.013669784488067587
116,10993,0,[0.99461871 0.00538129],0.0334830864700047
117,16746,1,[0.00195322 0.99804678],0.014136032332818068
118,18794,1,[0.00335 0.99665],0.022435326806589693
119,20134,1,[8.12017015e-04 9.99187983e-01],0.00658999160388944
120,16357,1,[8.82687907e-04 9.99117312e-01],0.007089835235400789
121,10356,0,[9.99476711e-01 5.23288646e-04],0.004476794885659935
122,5867,0,[9.99644667e-01 3.55333330e-04],0.003177488905841697
123,12630,1,[0.00266443 0.99733557],0.018455013673009918
124,5472,0,[0.99807645 0.00192355],0.013950780368827605
125,16432,1,[0.00402762 0.99597238],0.026230115296496402
126,1366,0,[9.99568521e-01 4.31479184e-04],0.0037746124895504086
127,20960,1,[0.0011215 0.9988785],0.008739340120200991
128,932,0,[0.99041316 0.00958684],0.054094285067498124
129,17254,1,[0.00103626 0.99896374],0.008157033464477275
130,11592,0,[9.99544157e-01 4.55843443e-04],0.00396270775533567
131,20855,1,[5.15118363e-04 9.99484882e-01],0.00441500543773401
132,9522,0,[9.99425779e-01 5.74221217e-04],0.00485917976719658
133,6552,0,[9.99442375e-01 5.57624509e-04],0.0047350940988831625
134,4709,0,[9.99746527e-01 2.53472761e-04],0.0023522595277669566
135,20036,1,[0.00139466 0.99860534],0.010563696011332183
136,247,0,[9.99394073e-01 6.05926555e-04],0.005094902381451067
137,5065,0,[9.99647088e-01 3.52912253e-04],0.003158252209632226
138,7478,0,[9.99100752e-01 8.99247626e-04],0.007206122968000705
139,13534,1,[0.00283926 0.99716074],0.0194852651641082
140,18512,1,[0.00350796 0.99649204],0.023331319257710433
141,12281,0,[0.99844981 0.00155019],0.011577728856631884
142,7115,0,[9.99499221e-01 5.00779239e-04],0.004306248132627092
143,6903,0,[9.99505080e-01 4.94920391e-04],0.004261693235098183
144,19057,1,[0.00225525 0.99774475],0.015997295807046747
145,19027,1,[0.00113995 0.99886005],0.008864506041752731
146,14697,1,[0.00280784 0.99719216],0.019300906857900684
147,11911,0,[9.99517590e-01 4.82409813e-04],0.004166320445568942
148,18570,1,[7.40109130e-04 9.99259891e-01],0.006075069421477849
149,1634,0,[9.99459566e-01 5.40433820e-04],0.004606046170951818
150,3983,0,[9.99535605e-01 4.64395059e-04],0.00402841477210097
151,7408,0,[9.99346282e-01 6.53718195e-04],0.005447111609522705
152,15683,1,[0.00109969 0.99890031],0.008590994153489254
153,24590,1,[0.00200243 0.99799757],0.014442340792801059
154,12365,0,[9.99045806e-01 9.54193814e-04],0.007589816469730601
155,9060,0,[9.99621379e-01 3.78621306e-04],0.003361697062310906
156,10131,0,[9.99617904e-01 3.82095626e-04],0.003389053922790692
157,10787,0,[0.90771871 0.09228129],0.3077843642173182
158,11728,0,[0.99214411 0.00785589],0.04589847931529545
159,16895,1,[0.00121961 0.99878039],0.009401491385041939
160,8201,0,[9.99497991e-01 5.02008825e-04],0.004315590053967464
161,15413,1,[0.00126067 0.99873933],0.009676221228521905
162,15674,1,[0.00210229 0.99789771],0.015060101975612113
163,21874,1,[0.0017745 0.9982255],0.013013042026774389
164,12304,0,[0.99550428 0.00449572],0.02878328808553433
165,79,0,[0.99814241 0.00185759],0.013537285530939481
166,24136,1,[0.00289052 0.99710948],0.019785213166392968
167,10638,0,[9.99141472e-01 8.58528289e-04],0.006919619135542995
168,20082,1,[0.00120236 0.99879764],0.009285660825632275
169,21529,1,[7.13117967e-04 9.99286882e-01],0.005880019226404102
170,15925,1,[0.00152554 0.99847446],0.011418140638307539
171,13292,1,[5.62195926e-04 9.99437804e-01],0.004769321111440247
172,4989,0,[9.99319015e-01 6.80985304e-04],0.005646477676312773
173,9197,0,[0.99848172 0.00151828],0.011371021455409346
174,18124,1,[7.25808664e-04 9.99274191e-01],0.005971852893983978
175,8864,0,[0.96436251 0.03563749],0.1538229094102913
176,6717,0,[9.99344676e-01 6.55323833e-04],0.005458882465798223
177,23704,1,[0.01461374 0.98538626],0.07626107170541126
178,2373,0,[9.99655134e-01 3.44865684e-04],0.003094198059130533
179,16111,1,[0.00197349 0.99802651],0.014262345522600181
180,15788,1,[0.00167423 0.99832577],0.012375173240503896
181,22043,1,[0.00123659 0.99876341],0.009515283895394739
182,23266,1,[7.97686764e-04 9.99202313e-01],0.006487902026063039
183,21215,1,[0.00100162 0.99899838],0.007918433054031906
184,4419,0,[9.99571309e-01 4.28690684e-04],0.003752998547543225
185,5985,0,[0.99092861 0.00907139],0.051689509461683054
186,17758,1,[6.96882689e-04 9.99303117e-01],0.005762205836304306
187,21632,1,[5.63992011e-04 9.99436008e-01],0.0047827585210693385
188,13500,1,[0.00739833 0.99260167],0.04367078642286367
189,4765,0,[9.99540186e-01 4.59813744e-04],0.003993233658595601
190,17780,1,[8.29191069e-04 9.99170809e-01],0.00671200753569247
191,4568,0,[0.99566215 0.00433785],0.027927941616866216
192,4984,0,[9.99634441e-01 3.65559077e-04],0.003258557007152758
193,12759,1,[0.00254461 0.99745539],0.017742326337446525
194,24763,1,[7.21080731e-04 9.99278919e-01],0.005937666330577026
195,3920,0,[9.99598606e-01 4.01394080e-04],0.0035404427535560314
196,5594,0,[0.99236813 0.00763187],0.04481126644563094
197,11870,0,[0.97791956 0.02208044],0.10602896640602681
198,3874,0,[0.98929248 0.01070752],0.05922797644154542
199,3807,0,[9.99104620e-01 8.95380355e-04],0.00717899326055367
200,5575,0,[9.99489369e-01 5.10630616e-04],0.004381010895783608
201,13735,1,[0.00510271 0.99489729],0.03202168328901828
202,6524,0,[0.99896371 0.00103629],0.008157242055133955
203,21247,1,[0.00111126 0.99888874],0.00866975504859336
204,13280,1,[0.00327864 0.99672136],0.02202816621084312
205,14099,1,[0.0015333 0.9984667],0.01146841512161406
206,20296,1,[0.0014679 0.9985321],0.01104326915199607
207,24079,1,[0.00165099 0.99834901],0.012226464502856787
208,18314,1,[9.14297406e-04 9.99085703e-01],0.007311542517397669
209,13348,1,[0.0016423 0.9983577],0.012170793552404604
210,23231,1,[0.00151577 0.99848423],0.011354721733397211
211,11624,0,[0.98701005 0.01298995],0.06932809418203514
212,20409,1,[0.00590959 0.99409041],0.03621526928485988
213,11679,0,[9.99638018e-01 3.61981856e-04],0.0032302303259833733
214,8488,0,[9.99537731e-01 4.62268786e-04],0.004012092219645771
215,20645,1,[0.00111407 0.99888593],0.00868883503996291
216,13814,1,[0.01756488 0.98243512],0.0884044005419956
217,23244,1,[0.0013754 0.9986246],0.010437002808359526
218,4727,0,[9.99607079e-01 3.92920673e-04],0.003474089199986694
219,711,0,[9.99282786e-01 7.17214399e-04],0.005909686741588879
220,24510,1,[7.15407798e-04 9.99284592e-01],0.005896605722804746
221,17157,1,[9.48387473e-04 9.99051613e-01],0.007549423263302411
222,15771,1,[0.00139626 0.99860374],0.010574230903953399
223,10560,0,[9.99642500e-01 3.57499787e-04],0.0031946885296899536
224,1176,0,[9.99429748e-01 5.70251704e-04],0.0048295458058989485
225,125,0,[9.99527276e-01 4.72723964e-04],0.004092259100417835
226,4315,0,[9.99569949e-01 4.30050595e-04],0.0037635416139135485
227,5759,0,[9.99487201e-01 5.12799192e-04],0.004397442699723627
228,21290,1,[0.03662664 0.96337336],0.1570710822598137
229,926,0,[9.99447740e-01 5.52260431e-04],0.004694884461222887
230,4516,0,[9.99193954e-01 8.06046202e-04],0.006547486183561661
231,7593,0,[9.99404452e-01 5.95548237e-04],0.005017928850389207
232,16801,1,[7.56678528e-04 9.99243321e-01],0.00619431694079782
233,15521,1,[0.00439103 0.99560897],0.028216711348285614
234,24965,1,[0.00208596 0.99791404],0.01495940891938043
235,8364,0,[0.99836148 0.00163852],0.012146593964289147
236,18980,1,[0.0094889 0.9905111],0.05363956922376395
237,3811,0,[9.99607115e-01 3.92885277e-04],0.003473811645194876
238,8447,0,[9.99487698e-01 5.12301843e-04],0.004393674978084521
239,11477,0,[9.99683741e-01 3.16259421e-04],0.0028649275458662348
240,13457,1,[7.98823391e-04 9.99201177e-01],0.006496008775905395
241,19301,1,[0.00134691 0.99865309],0.01024902698312018
242,3982,0,[9.99704287e-01 2.95712861e-04],0.002698667812468842
243,8672,0,[0.99899361 0.00100639],0.007951383821459218
244,10558,0,[0.9988883 0.0011117],0.008672736241207908
245,20288,1,[0.00102404 0.99897596],0.008073020137535983
246,6278,0,[9.99343558e-01 6.56441647e-04],0.005467074780892851
247,22059,1,[6.37764312e-04 9.99362236e-01],0.005329938458359557
248,1793,0,[0.9938115 0.0061885],0.03763824417316491
249,13161,1,[9.74381007e-04 9.99025619e-01],0.007729979674913234
250,13576,1,[0.00144089 0.99855911],0.010866868560279819
251,5170,0,[9.99354553e-01 6.45446830e-04],0.00538641188639984
252,8497,0,[9.99576201e-01 4.23799086e-04],0.003715039378181763
253,15355,1,[0.00102465 0.99897535],0.008077194593073603
254,14211,1,[0.00255763 0.99744237],0.017820031187862607
255,20093,1,[0.00454907 0.99545093],0.02907106831521331
256,9973,0,[9.99746306e-01 2.53693925e-04],0.0023540906635380185
257,12679,1,[0.00459624 0.99540376],0.029325004687170763
258,15981,1,[0.00171023 0.99828977],0.012604854344875262
259,5680,0,[9.99426077e-01 5.73922877e-04],0.004856953493436436
260,12646,1,[6.38772437e-04 9.99361228e-01],0.005337354334672839
261,19845,1,[0.00208058 0.99791942],0.01492623351508594
262,8762,0,[9.99451326e-01 5.48674141e-04],0.004667972248827626
263,9434,0,[0.99824584 0.00175416],0.012884082275009215
264,24736,1,[0.0041547 0.9958453],0.02692841593649821
265,18209,1,[0.00575917 0.99424083],0.035442370436644645
266,6442,0,[9.99453197e-01 5.46802885e-04],0.004653920675706489
267,21831,1,[8.70246118e-04 9.99129754e-01],0.007002260681859813
268,16379,1,[0.73921247 0.26078753],0.5738790359514062
269,3972,0,[9.99620341e-01 3.79659269e-04],0.0033698733273561056
270,5189,0,[9.99784911e-01 2.15089179e-04],0.0020313775503524637
271,19382,1,[0.03301114 0.96698886],0.14505820010061002
272,8745,0,[0.99894981 0.00105019],0.008252691990666645
273,11271,0,[0.99861757 0.00138243],0.010483302474923921
274,18518,1,[0.00533062 0.99466938],0.0332183983004397
275,14967,1,[6.94027948e-04 9.99305972e-01],0.005741451161857001
276,11027,0,[9.99402653e-01 5.97346899e-04],0.005031281973430601
277,9372,0,[0.97569164 0.02430836],0.11436306758930949
278,17642,1,[0.00212875 0.99787125],0.015222991036467848
279,20712,1,[0.08864832 0.91135168],0.29939931780147866
280,15731,1,[0.00294609 0.99705391],0.020109429736952414
281,11877,0,[9.99614510e-01 3.85490173e-04],0.003415752127550371
282,19332,1,[0.00099952 0.99900048],0.007903939688244016
283,21764,1,[0.00106394 0.99893606],0.008346896735659954
284,10270,0,[9.99561729e-01 4.38270597e-04],0.003827178209757679
285,16811,1,[0.00185598 0.99814402],0.01352717060564288
286,20519,1,[0.00229869 0.99770131],0.01626155912749721
287,14489,1,[8.15857388e-04 9.99184143e-01],0.006617307457937335
288,21804,1,[0.00121765 0.99878235],0.009388348356741693
289,9962,0,[9.99322751e-01 6.77249093e-04],0.005619225606016921
290,1763,0,[9.99455354e-01 5.44645657e-04],0.004637713746288197
291,3486,0,[0.99856197 0.00143803],0.010848184050653
292,10294,0,[9.99232617e-01 7.67383085e-04],0.0062711624913438895
293,19936,1,[9.78659086e-04 9.99021341e-01],0.007759629070723849
294,24699,1,[0.02075428 0.97924572],0.10096031423396988
295,21266,1,[0.00125567 0.99874433],0.009642891630092087
296,1240,0,[9.99678157e-01 3.21843458e-04],0.002909878220143757
297,9561,0,[9.99662263e-01 3.37736725e-04],0.0030372916943726125
298,9987,0,[9.99407561e-01 5.92438863e-04],0.004994832261642142
299,19072,1,[0.00279465 0.99720535],0.019223393286901026
300,24469,1,[0.00292079 0.99707921],0.01996194154743551
301,5757,0,[9.99139992e-01 8.60007579e-04],0.006930060807718056
302,2528,0,[0.99524433 0.00475567],0.030179673873814962
303,2328,0,[9.99431086e-01 5.68913623e-04],0.0048195502984461755
304,14676,1,[0.00116671 0.99883329],0.009045451183721796
305,19437,1,[0.00101508 0.99898492],0.00801126230334907
306,18953,1,[7.22266231e-04 9.99277734e-01],0.005946241306596033
307,19167,1,[7.81239341e-04 9.99218761e-01],0.006370411738851034
308,13805,1,[0.00107689 0.99892311],0.008435430912266161
309,17035,1,[0.00274801 0.99725199],0.0189489005778671
310,15728,1,[0.00140863 0.99859137],0.010655458325310363
311,2479,0,[9.99339769e-01 6.60230813e-04],0.005494830944183049
312,12083,0,[9.99566557e-01 4.33443237e-04],0.00378982523085388
313,6664,0,[9.99281859e-01 7.18140795e-04],0.005916392710612305
314,5205,0,[0.99825717 0.00174283],0.012812223887716568
315,10416,0,[9.99732598e-01 2.67401988e-04],0.0024672175327656093
316,24940,1,[0.00388183 0.99611817],0.02542408992354219
317,23147,1,[0.00132656 0.99867344],0.010114381501867699
318,2387,0,[0.99834434 0.00165566],0.012256413549295613
319,18258,1,[0.00137592 0.99862408],0.010440377289721706
320,12544,1,[6.90965084e-04 9.99309035e-01],0.005719170311675983
321,20266,1,[0.02245383 0.97754617],0.107441182654052
322,24266,1,[0.00142326 0.99857674],0.010751410180387961
323,17387,1,[0.00897865 0.99102135],0.051253733266985
324,16442,1,[7.09284329e-04 9.99290716e-01],0.0058522336123693905
325,22914,1,[0.0019242 0.9980758],0.01395483004525721
326,5308,0,[9.99166500e-01 8.33500287e-04],0.00674256693632586
327,8403,0,[9.99442955e-01 5.57044948e-04],0.004730752154900111
328,17847,1,[6.95767169e-04 9.99304233e-01],0.005754097128207388
329,10065,0,[9.99493154e-01 5.06846166e-04],0.0043523131462164565
330,520,0,[9.99422368e-01 5.77631572e-04],0.004884617449216546
331,24660,1,[0.00215411 0.99784589],0.015378820535225655
332,4781,0,[9.99429619e-01 5.70380805e-04],0.0048305100335006195
333,9642,0,[0.03492603 0.96507397],0.15146906972642527
334,15897,1,[0.00103058 0.99896942],0.00811803413048454
335,1439,0,[0.99898803 0.00101197],0.007989879517197698
336,821,0,[9.99687228e-01 3.12771888e-04],0.00283680349509098
337,5491,0,[9.99321054e-01 6.78945648e-04],0.005631602895035929
338,7714,0,[9.99542199e-01 4.57800507e-04],0.0039777590719306056
339,11173,0,[9.99085348e-01 9.14652467e-04],0.007314026606764089
340,15012,1,[0.11932062 0.88067938],0.3655691817975345
341,8026,0,[9.99656901e-01 3.43099433e-04],0.0030801129529132595
342,22839,1,[7.12497255e-04 9.99287503e-01],0.005875521804687955
343,23075,1,[0.00453396 0.99546604],0.028989617472714554
344,18031,1,[9.62773318e-04 9.99037227e-01],0.0076494371807381625
345,13074,1,[0.00212851 0.99787149],0.015221570785755643
346,13996,1,[9.62530038e-04 9.99037470e-01],0.0076477476363487505
347,19574,1,[0.00647657 0.99352343],0.03909465256081768
348,459,0,[0.99770338 0.00229662],0.01624895839286919
349,18152,1,[0.00320198 0.99679802],0.021588947597652605
350,21497,1,[7.53750853e-04 9.99246249e-01],0.006173273536985683
351,17543,1,[0.00136674 0.99863326],0.010379874202502812
352,13360,1,[0.00119875 0.99880125],0.009261374976747143
353,3076,0,[0.99590928 0.00409072],0.026577375580970265
354,18214,1,[0.00244917 0.99755083],0.01717059333792045
355,21154,1,[0.00120867 0.99879133],0.009328056529173576
356,14095,1,[0.00159127 0.99840873],0.011842897636760248
357,11575,0,[9.99095798e-01 9.04202485e-04],0.007240858015562924
358,19598,1,[0.00107743 0.99892257],0.00843915202810715
359,12857,1,[0.00165381 0.99834619],0.012244556437280743
360,343,0,[9.99741941e-01 2.58059125e-04],0.00239019336431905
361,13639,1,[0.00823723 0.99176277],0.04773441605419522
362,9969,0,[9.99541094e-01 4.58906350e-04],0.003986260140996024
363,15258,1,[0.00196269 0.99803731],0.01419509833204212
364,24871,1,[4.63380669e-04 9.99536619e-01],0.004020628921493377
365,22933,1,[0.00110187 0.99889813],0.008605786667291419
366,4314,0,[9.99475946e-01 5.24054468e-04],0.004482579995951213
367,20603,1,[0.01954051 0.98045949],0.09624544782769351
368,16328,1,[0.00168294 0.99831706],0.012430792192723106
369,16523,1,[6.76088462e-04 9.99323912e-01],0.005610755721874193
370,3610,0,[9.99123566e-01 8.76434203e-04],0.007045839114430391
371,1790,0,[9.99498929e-01 5.01071099e-04],0.0043084658442965156
372,18643,1,[0.00141115 0.99858885],0.01067203106875115
373,867,0,[9.99532457e-01 4.67542585e-04],0.004052559217660901
374,9452,0,[9.99638456e-01 3.61543946e-04],0.003226760254941711
375,23203,1,[7.91297005e-04 9.99208703e-01],0.006442298215868854
376,24636,1,[4.94756836e-04 9.99505243e-01],0.004260448449465056
377,21136,1,[0.05368493 0.94631507],0.209225578820747
378,18521,1,[0.00179785 0.99820215],0.013160761465375564
379,17970,1,[0.00128037 0.99871963],0.009807605421793356
380,17271,1,[0.00219329 0.99780671],0.015618950475856045
381,20822,1,[6.34252538e-04 9.99365747e-01],0.005304092982219163
382,19096,1,[6.90115647e-04 9.99309884e-01],0.005712988664358223
383,24553,1,[8.40193124e-04 9.99159807e-01],0.006789985922115116
384,23368,1,[0.00116328 0.99883672],0.009022342296415369
385,22120,1,[7.41721790e-04 9.99258278e-01],0.006086691672486648
386,19851,1,[6.11442280e-04 9.99388558e-01],0.005135738633484364
387,15921,1,[0.00133113 0.99866887],0.010144617899008026
388,18430,1,[0.00316239 0.99683761],0.02136145921978137
389,9781,0,[0.99865242 0.00134758],0.010253448886158447
390,15444,1,[0.002187 0.997813],0.015580443491496137
391,7330,0,[9.99483278e-01 5.16722256e-04],0.004427145378687939
392,23686,1,[0.00132012 0.99867988],0.010071678127050818
393,4018,0,[0.99409255 0.00590745],0.03620427328982803
394,20166,1,[9.70526299e-04 9.99029474e-01],0.0077032483741644835
395,1779,0,[9.99473099e-01 5.26901037e-04],0.004504073529299816
396,22890,1,[0.0013591 0.9986409],0.010329515190361394
397,19695,1,[0.00105392 0.99894608],0.008278219480910346
398,5600,0,[9.99505687e-01 4.94312785e-04],0.004257068599247171
399,19562,1,[0.00158124 0.99841876],0.011778249382942592
400,6375,0,[9.99187371e-01 8.12629299e-04],0.006594347877309854
401,14476,1,[9.37598209e-04 9.99062402e-01],0.007474270494547151
402,10120,0,[9.99589518e-01 4.10482014e-04],0.0036114097516082035
403,17468,1,[0.00148973 0.99851027],0.011185521439652018
404,4876,0,[9.99640391e-01 3.59609162e-04],0.0032114223545736233
405,14226,1,[0.00538769 0.99461231],0.033516498094976956
406,5959,0,[9.99628621e-01 3.71378530e-04],0.0033045644169026993
407,1290,0,[0.98285711 0.01714289],0.08670104035261775
408,1545,0,[9.99552376e-01 4.47624462e-04],0.0038994053353856237
409,7882,0,[9.99456608e-01 5.43391583e-04],0.004628288141648782
410,20924,1,[7.09834086e-04 9.99290166e-01],0.00585621943881596
411,6726,0,[9.99631051e-01 3.68948838e-04],0.0032853669405373694
412,10763,0,[9.99483786e-01 5.16213600e-04],0.004423295877232718
413,12381,0,[9.99313112e-01 6.86888193e-04],0.005689491814937558
414,11269,0,[9.99399196e-01 6.00803891e-04],0.005056931214033819
415,18721,1,[0.00109198 0.99890802],0.00853844481073278
416,15576,1,[0.00282187 0.99717813],0.019383237334291495
417,11002,0,[0.99887705 0.00112295],0.008749143155740755
418,1641,0,[9.99612690e-01 3.87309855e-04],0.0034300516478061906
419,8234,0,[0.99870932 0.00129068],0.009876227663147896
420,19678,1,[0.00101607 0.99898393],0.008018106598036322
421,1016,0,[9.99552927e-01 4.47072656e-04],0.003895149963044198
422,18853,1,[0.01068164 0.98931836],0.059110811859676295
423,24958,1,[0.00957091 0.99042909],0.05402040034125055
424,13711,1,[9.19765520e-04 9.99080234e-01],0.007349783509387406
425,24361,1,[0.00153501 0.99846499],0.01147948997580353
426,4911,0,[9.99499479e-01 5.00520945e-04],0.004304285327892144
427,13713,1,[0.00125333 0.99874667],0.009627229841831874
428,5428,0,[9.99573811e-01 4.26189370e-04],0.0037335951740798804
429,6553,0,[9.99765686e-01 2.34314092e-04],0.002192882530118109
430,19201,1,[7.36843754e-04 9.99263156e-01],0.006051525462954591
431,20657,1,[9.00068403e-04 9.99099932e-01],0.007211878748303998
432,4812,0,[9.99184995e-01 8.15004801e-04],0.006611244731770323
433,9699,0,[9.99670108e-01 3.29891582e-04],0.0029744943492757817
434,12251,0,[0.99865863 0.00134137],0.010212388037421262
435,15768,1,[0.00309249 0.99690751],0.020958491545242795
436,16847,1,[0.00394677 0.99605323],0.025783804172762843
