,guid,gold,sm,en
91,3856,1,[1.17442899e-04 9.99882557e-01],0.001180242362509585
92,3130,1,[2.45325152e-04 9.99754675e-01],0.0022846649100508585
93,3313,1,[9.37395053e-05 9.99906260e-01],0.0009631681652388716
94,420,1,[1.02605840e-04 9.99897394e-01],0.0010449957889260206
95,2599,1,[1.25072588e-04 9.99874927e-01],0.0012490441239224037
96,43,1,[8.19140128e-05 9.99918086e-01],0.0008527084517926723
97,2950,0,[9.99643129e-01 3.56870597e-04],0.0031896947159916803
98,134,1,[1.93614377e-04 9.99806386e-01],0.0018489292681063052
99,3688,1,[1.65173215e-04 9.99834827e-01],0.0016035731356850548
100,1878,1,[9.59110753e-05 9.99904089e-01],0.0009832842893011226
101,3620,1,[8.81211818e-05 9.99911879e-01],0.0009108869403059627
102,2696,0,[9.99707745e-01 2.92255473e-04],0.002670553385115073
103,1742,1,[1.02118036e-04 9.99897882e-01],0.001040514377426427
104,1521,1,[1.63052955e-04 9.99836947e-01],0.0015850954934542093
105,277,1,[1.01921717e-04 9.99898078e-01],0.0010387101615528813
106,1293,1,[2.16430522e-04 9.99783569e-01],0.002042700001751067
107,959,1,[1.55808066e-04 9.99844192e-01],0.0015217474293091192
108,3565,1,[9.35386412e-05 9.99906461e-01],0.0009613049558616285
109,1984,0,[9.99829869e-01 1.70131032e-04],0.001646673857024667
110,3854,1,[1.16578293e-04 9.99883422e-01],0.0011724149726938526
111,4299,1,[1.74377401e-04 9.99825623e-01],0.0016834745522562719
112,4358,1,[1.77962456e-04 9.99822038e-01],0.0017144634187244005
113,1610,0,[9.99687258e-01 3.12742368e-04],0.002836565280780493
114,2338,1,[1.28398038e-04 9.99871602e-01],0.001278884423073921
115,1244,1,[1.28116809e-04 9.99871883e-01],0.0012763642333291742
116,525,1,[1.76254983e-04 9.99823745e-01],0.0016997132874337773
117,2251,0,[9.99679911e-01 3.20089017e-04],0.002895765751731477
118,587,1,[1.02586078e-04 9.99897414e-01],0.0010448142800598419
119,490,1,[1.14662333e-04 9.99885338e-01],0.0011550466168391785
120,1397,0,[9.99613896e-01 3.86103634e-04],0.00342057381938724
121,3846,1,[2.27227881e-04 9.99772772e-01],0.002133543357550967
122,284,1,[8.57973447e-05 9.99914203e-01],0.000889159031147202
123,347,1,[1.16731523e-04 9.99883268e-01],0.0011738026507956637
124,457,0,[9.99796548e-01 2.03452195e-04],0.0019327913271153482
125,1081,1,[1.22046681e-04 9.99877953e-01],0.0012218149329038352
126,3795,1,[1.28007883e-04 9.99871992e-01],0.0012753879460781529
127,3368,0,[9.99774492e-01 2.25507813e-04],0.0021191066155375597
128,3406,1,[1.13884040e-04 9.99886116e-01],0.0011479821981671009
129,2149,1,[1.53521404e-04 9.99846479e-01],0.0015016840115083655
130,1970,1,[2.02081942e-04 9.99797918e-01],0.0019211397182268873
131,3956,1,[1.17363693e-04 9.99882636e-01],0.0011795255695223952
132,3578,1,[2.27607881e-04 9.99772392e-01],0.0021367309870882036
133,531,1,[1.75834075e-04 9.99824166e-01],0.0016960747094932008
134,4157,0,[9.99741451e-01 2.58548902e-04],0.0023942394752348925
135,2141,1,[1.48601023e-04 9.99851399e-01],0.001458395888036773
136,2402,0,[9.99687526e-01 3.12474138e-04],0.0028344005990237377
137,591,1,[1.97061634e-04 9.99802938e-01],0.0018783709012576558
138,2564,1,[1.06153026e-04 9.99893847e-01],0.0010775143311777015
139,2307,1,[8.20698789e-05 9.99917930e-01],0.0008541749663261752
140,1054,0,[9.99783389e-01 2.16611266e-04],0.0020442250418827405
141,1870,1,[1.61228257e-04 9.99838772e-01],0.0015691715592976697
142,930,1,[1.23979216e-04 9.99876021e-01],0.0012392137462651476
143,3018,1,[1.69482329e-04 9.99830518e-01],0.001641042675735306
144,1979,1,[1.24252252e-04 9.99875748e-01],0.001241669482031662
145,3192,1,[1.81482628e-04 9.99818517e-01],0.001744821152319951
146,2103,1,[1.55658012e-04 9.99844342e-01],0.0015204318683436037
147,1386,1,[8.24083909e-05 9.99917592e-01],0.000857358941481177
148,3973,1,[2.81401135e-04 9.99718599e-01],0.0025820210610883465
149,3065,1,[8.96837840e-05 9.99910316e-01],0.0009254627285836856
150,351,1,[1.51028904e-04 9.99848971e-01],0.0014797757387047853
151,4217,1,[1.50464360e-04 9.99849536e-01],0.0014748078856581129
152,2673,1,[1.82005280e-04 9.99817995e-01],0.0017493226082968953
153,4186,1,[1.56934093e-04 9.99843066e-01],0.001531614941894068
154,3374,1,[1.17767611e-04 9.99882232e-01],0.0011831803806956712
155,1322,1,[1.40056993e-04 9.99859943e-01],0.0013828374699748115
156,3522,1,[2.04150582e-04 9.99795849e-01],0.0019387263353236152
157,3842,1,[9.78184693e-05 9.99902182e-01],0.001000912642208717
158,3758,1,[1.95762130e-04 9.99804238e-01],0.0018672794964312237
159,208,1,[1.11922883e-04 9.99888077e-01],0.0011301574847027791
160,417,1,[1.27228397e-04 9.99872772e-01],0.00126839880103359
161,3730,1,[9.58492688e-05 9.99904151e-01],0.0009827124363547977
162,923,1,[9.87016221e-05 9.99901298e-01],0.001009062197938272
163,3238,1,[1.07493740e-04 9.99892506e-01],0.0010897741346579148
164,2300,1,[2.16172108e-04 9.99783828e-01],0.0020405193423150246
165,3498,1,[1.22992294e-04 9.99877008e-01],0.0012303321763116606
166,4201,1,[1.61181836e-04 9.99838818e-01],0.001568766178845659
167,2646,1,[1.40738348e-04 9.99859262e-01],0.001388881694387517
168,524,1,[1.21976816e-04 9.99878023e-01],0.0012211853574214172
169,1232,1,[8.47500433e-05 9.99915250e-01],0.0008793462722847205
170,2047,1,[3.60443797e-04 9.99639556e-01],0.003218040157344191
171,626,1,[7.89450858e-05 9.99921055e-01],0.0008247170955419591
172,268,1,[2.00373662e-04 9.99799626e-01],0.001906600768945633
173,4109,1,[8.77419258e-05 9.99912258e-01],0.0009073451190375016
174,848,1,[1.76508179e-04 9.99823492e-01],0.0017019015833748255
175,710,1,[1.33919272e-04 9.99866081e-01],0.0013282389855844763
176,1444,1,[1.43603427e-04 9.99856397e-01],0.0014142615808611604
177,3326,1,[1.13664833e-04 9.99886335e-01],0.0011459915416715055
178,440,1,[1.41825719e-04 9.99858174e-01],0.00139852081865838
179,4133,1,[1.63377596e-04 9.99836622e-01],0.0015879264582182387
180,474,1,[1.99048431e-04 9.99800952e-01],0.0018953118591381545
181,3636,1,[1.61257700e-04 9.99838742e-01],0.001569428667006898
182,903,1,[1.1232966e-04 9.9988767e-01],0.0011338574317516317
183,609,1,[1.38025613e-04 9.99861974e-01],0.0013647975740372629
184,3981,1,[1.13759331e-04 9.99886241e-01],0.0011468497508022204
185,2777,1,[1.07335438e-04 9.99892665e-01],0.0010883274615787692
186,1475,1,[1.49590363e-04 9.99850410e-01],0.0014671127422179217
187,1563,0,[9.99732371e-01 2.67628986e-04],0.002469084836510571
188,1071,1,[1.07312053e-04 9.99892688e-01],0.0010881137340481243
189,2700,0,[9.99590769e-01 4.09230866e-04],0.0036016516798480043
190,161,1,[9.23253367e-05 9.99907675e-01],0.0009500411743338904
191,330,1,[1.85769711e-04 9.99814230e-01],0.0017817005596675955
192,96,1,[1.55164692e-04 9.99844835e-01],0.00151610580677353
193,69,1,[1.30962471e-04 9.99869038e-01],0.0013018369285100041
194,4274,1,[2.30802513e-04 9.99769197e-01],0.0021635041454741654
195,3362,1,[9.61946512e-05 9.99903805e-01],0.0009859075127613805
196,2867,0,[9.99617697e-01 3.82303034e-04],0.0033906860606152107
197,685,1,[8.48975819e-05 9.99915102e-01],0.0008807294247866605
198,90,1,[2.20980233e-04 9.99779020e-01],0.002081043068525548
199,4113,0,[9.99676839e-01 3.23161474e-04],0.0029204738513346636
200,3028,1,[1.74310905e-04 9.99825689e-01],0.0016828990806091618
201,1913,1,[1.36888315e-04 9.99863112e-01],0.001354684646738352
202,3966,1,[1.50290071e-04 9.99849710e-01],0.0014732737505229524
203,2759,1,[1.02469490e-04 9.99897531e-01],0.0010437433833201688
204,1643,1,[1.01062986e-04 9.99898937e-01],0.0010308137606672824
205,4077,1,[1.72943593e-04 9.99827056e-01],0.0016710603028458801
206,2013,0,[9.99551781e-01 4.48219459e-04],0.0039039930262029727
207,3296,1,[1.19074782e-04 9.99880925e-01],0.0011949987037428171
208,746,1,[7.99837484e-05 9.99920016e-01],0.0008345222046267245
209,218,1,[1.15068311e-04 9.99884932e-01],0.0011587295030134799
210,2238,1,[1.33846823e-04 9.99866153e-01],0.0013275928542259066
211,3569,1,[1.11751825e-04 9.99888248e-01],0.001128601141157721
212,1706,1,[1.67224786e-04 9.99832775e-01],0.001621426238356464
213,688,1,[1.13097170e-04 9.99886903e-01],0.0011408345216410945
214,197,1,[1.47712493e-04 9.99852288e-01],0.0014505616376655531
215,3952,1,[1.98834179e-04 9.99801166e-01],0.0018934859391428853
216,3040,1,[1.24873100e-04 9.99875127e-01],0.0012472512673761486
217,1345,1,[1.62334851e-04 9.99837665e-01],0.0015788311313535647
218,1840,0,[9.99664224e-01 3.35775691e-04],0.0030216116320513067
219,325,1,[2.08772479e-04 9.99791228e-01],0.0019779441061347227
220,3874,0,[9.99760814e-01 2.39185884e-04],0.0022335536468268014
221,2211,1,[1.30818626e-04 9.99869181e-01],0.001300550814713239
222,3061,1,[1.20826424e-04 9.99879174e-01],0.0012108130938929967
223,2107,1,[1.18935090e-04 9.99881065e-01],0.0011937364156302196
224,1794,1,[1.86616906e-04 9.99813383e-01],0.0017889767207193393
225,1568,1,[2.70495540e-04 9.99729504e-01],0.002492648773251738
226,572,1,[1.99139645e-04 9.99800860e-01],0.0018960891490706747
227,1601,1,[1.20950056e-04 9.99879050e-01],0.0012119283140991184
228,165,1,[1.24208540e-04 9.99875791e-01],0.001241276369441486
229,3504,1,[1.82840365e-04 9.99817160e-01],0.0017565118613717624
230,2265,1,[1.51900659e-04 9.99848099e-01],0.001487442822366807
231,2526,1,[1.20517352e-04 9.99879483e-01],0.001208024549644694
232,3751,1,[1.01644471e-04 9.99898356e-01],0.0010361615584918637
233,1441,0,[9.99698634e-01 3.01365757e-04],0.0027445485566941763
234,1567,1,[9.98748261e-05 9.99900125e-01],0.0010198760768976287
235,3395,1,[1.85263630e-04 9.99814736e-01],0.0017773522202379176
236,1379,1,[1.23721348e-04 9.99876279e-01],0.0012368938908775518
237,3297,1,[1.58327484e-04 9.99841673e-01],0.0015438142203812628
238,2328,1,[1.31085347e-04 9.99868915e-01],0.0013029354424449564
239,3428,1,[1.46484005e-04 9.99853516e-01],0.0014397211333778777
240,955,1,[1.29848628e-04 9.99870151e-01],0.0012918739056239162
241,645,1,[9.51794173e-05 9.99904821e-01],0.0009765121961551459
242,2230,1,[1.43457259e-04 9.99856543e-01],0.001412968165319071
243,2389,0,[9.99702679e-01 2.97320552e-04],0.0027117272672969356
244,3979,1,[1.25123345e-04 9.99874877e-01],0.001249500240556313
245,1882,1,[2.02180522e-04 9.99797819e-01],0.001921978283166606
246,2399,1,[1.27758570e-04 9.99872241e-01],0.0012731530372703085
247,1325,1,[1.73822278e-04 9.99826178e-01],0.0016786695750146846
248,1546,1,[1.07323617e-04 9.99892676e-01],0.0010882194234427462
249,1619,1,[8.63207140e-05 9.99913679e-01],0.0008940579736959378
250,1541,1,[1.35365804e-04 9.99864634e-01],0.0013411315733638613
251,3801,1,[2.36010217e-04 9.99763990e-01],0.0022070536653988246
252,2309,1,[1.39662442e-04 9.99860338e-01],0.00137933593491596
253,4178,1,[1.07514499e-04 9.99892486e-01],0.0010899638265144508
254,2400,0,[9.99715251e-01 2.84749426e-04],0.0026093749990072222
255,4376,1,[1.46055753e-04 9.99853944e-01],0.0014359396988169214
256,2779,1,[1.64425157e-04 9.99835575e-01],0.001597057085650168
257,2457,0,[9.99593419e-01 4.06581052e-04],0.003580972350726812
258,4207,1,[1.00210056e-04 9.99899790e-01],0.001022963479335211
259,2906,1,[1.10030061e-04 9.99889970e-01],0.0011129212703774806
260,868,1,[1.66486327e-04 9.99833514e-01],0.001615002969154232
261,2573,0,[9.99734985e-01 2.65015313e-04],0.0024475728908249137
262,1920,1,[2.07890424e-04 9.99792110e-01],0.0019704676556931695
263,2802,1,[1.29815326e-04 9.99870185e-01],0.001291575876347396
264,3827,1,[1.30937685e-04 9.99869062e-01],0.0013016153261551568
265,2811,1,[1.44620646e-04 9.99855379e-01],0.001423258654484065
266,401,1,[2.38201140e-04 9.99761799e-01],0.0022253407918189846
267,1197,1,[1.49421218e-04 9.99850579e-01],0.0014656229028395887
268,1772,1,[1.15186766e-04 9.99884813e-01],0.0011598038068054172
269,4253,1,[9.46860951e-05 9.99905314e-01],0.0009719429239850432
270,3003,1,[1.43371106e-04 9.99856629e-01],0.0014122057430641774
271,3110,0,[9.99675883e-01 3.24117428e-04],0.002928155476320756
272,2977,1,[1.34813579e-04 9.99865186e-01],0.0013362115544312755
273,1273,1,[1.13920968e-04 9.99886079e-01],0.0011483175118097845
274,1095,0,[9.99713437e-01 2.86562693e-04],0.0026241720529261497
275,2840,1,[1.16687063e-04 9.99883313e-01],0.0011734000320339569
276,3962,1,[2.18115575e-04 9.99781884e-01],0.0020569119762368607
277,3455,1,[1.96985833e-04 9.99803014e-01],0.0018777241654695355
278,1219,1,[1.36032641e-04 9.99863967e-01],0.001347069716619303
279,2038,0,[9.99399456e-01 6.00543545e-04],0.005055000266720377
280,1291,1,[9.99641998e-05 9.99900036e-01],0.0010206993022635223
281,820,1,[7.45913591e-05 9.99925409e-01],0.0007834665056471871
282,1964,1,[1.10946831e-04 9.99889053e-01],0.0011212735000610916
283,2641,1,[8.13829337e-05 9.99918617e-01],0.0008477094001931698
284,3449,1,[9.66497856e-05 9.99903350e-01],0.0009901159947626147
285,275,1,[1.19732827e-04 9.99880267e-01],0.001200942745687252
286,3898,1,[1.71403940e-04 9.99828596e-01],0.0016577163829258868
287,1536,1,[1.64501528e-04 9.99835498e-01],0.0015977224773928572
288,219,1,[1.16060916e-04 9.99883939e-01],0.0011677280295281848
289,1732,1,[1.00669258e-04 9.99899331e-01],0.0010271908305162498
290,265,1,[2.62983577e-04 9.99737016e-01],0.002430832797949636
291,3718,1,[1.45497308e-04 9.99854503e-01],0.0014310067994939438
292,1106,1,[1.88975490e-04 9.99811025e-01],0.0018092133045176132
293,89,1,[1.47500176e-04 9.99852500e-01],0.0014486888226319663
294,2582,1,[4.82021175e-04 9.99517979e-01],0.0041633525575020935
295,3300,1,[1.00756748e-04 9.99899243e-01],0.0010279960161777182
296,1626,0,[9.99560939e-01 4.39060816e-04],0.003833287656843486
297,1532,1,[1.23415345e-04 9.99876585e-01],0.0012341402963934609
298,4101,1,[1.69674423e-04 9.99830326e-01],0.0016427104388795893
299,1499,1,[7.32188065e-04 9.99267812e-01],0.006017932029774148
300,510,1,[2.02057665e-04 9.99797942e-01],0.001920933206290452
301,4138,1,[8.12830766e-05 9.99918717e-01],0.0008467690585250557
302,2818,1,[9.06089908e-05 9.99909391e-01],0.0009340800948830389
303,3281,1,[1.32112633e-04 9.99867887e-01],0.0013121148857476183
304,1571,1,[1.03318444e-04 9.99896682e-01],0.0010515382393043496
305,2617,0,[9.99737000e-01 2.63000126e-04],0.0024309692135194867
306,1097,1,[1.15073908e-04 9.99884926e-01],0.0011587802589050364
307,1102,1,[1.55013187e-04 9.99844987e-01],0.0015147769069118638
308,2954,1,[1.43004169e-04 9.99856996e-01],0.001408957904880725
309,1042,1,[1.38464384e-04 9.99861536e-01],0.0013686966424074954
310,2762,1,[2.00257059e-04 9.99799743e-01],0.001905607838271587
311,2157,1,[1.59319045e-04 9.99840681e-01],0.0015524879586904944
312,668,1,[2.26543102e-04 9.99773457e-01],0.0021277974898769917
313,1044,1,[2.23639289e-04 9.99776361e-01],0.002103408983400179
314,730,1,[2.12774920e-04 9.99787225e-01],0.0020118228863862725
315,1847,0,[9.99616736e-01 3.83263753e-04],0.0033982446683471124
316,808,1,[8.53210315e-05 9.99914679e-01],0.0008846977786105209
317,1117,1,[1.14729979e-04 9.99885270e-01],0.0011556603717384597
318,1430,1,[1.13161410e-04 9.99886839e-01],0.0011414182649245024
319,2965,1,[1.86165400e-04 9.99813835e-01],0.0017850994243687438
320,3186,1,[1.37221111e-04 9.99862779e-01],0.0013576448643521017
321,4258,1,[1.47344773e-04 9.99852655e-01],0.0014473178508901993
322,1367,1,[8.87276557e-05 9.99911272e-01],0.000916547327896512
323,2318,1,[1.03887591e-04 9.99896112e-01],0.0010567600708872222
324,37,1,[1.55251121e-04 9.99844749e-01],0.0015168638398410962
325,728,0,[9.99606298e-01 3.93702430e-04],0.003480218578813963
326,4009,1,[1.10405479e-04 9.99889595e-01],0.0011163424313227724
327,1670,0,[9.99719883e-01 2.80117354e-04],0.0025715226505161693
328,4303,0,[9.99728460e-01 2.71540091e-04],0.002501227729664361
329,1151,0,[9.99709635e-01 2.90365497e-04],0.0026551674097683568
330,2663,1,[8.59210573e-05 9.99914079e-01],0.0008903173173412822
331,1,1,[1.52232854e-04 9.99847767e-01],0.001490363162576641
332,2206,0,[9.99627409e-01 3.72590976e-04],0.0033141382364198094
333,404,1,[1.74525943e-04 9.99825474e-01],0.0016847599932234424
334,3204,1,[1.46824165e-04 9.99853176e-01],0.001442723823261808
335,4205,0,[9.99617810e-01 3.82189524e-04],0.0033897928407123287
336,2882,1,[1.02315220e-04 9.99897685e-01],0.001042326171455221
337,1221,0,[9.99722744e-01 2.77256032e-04],0.002548102301027246
338,229,1,[1.51664894e-04 9.99848335e-01],0.0014853697703214605
339,1055,1,[1.88121626e-04 9.99811878e-01],0.0018018905972527137
340,2014,1,[1.52461650e-04 9.99847538e-01],0.0014923740981639972
341,1176,1,[1.06848327e-04 9.99893152e-01],0.001083874432431007
342,2786,1,[1.51631202e-04 9.99848369e-01],0.0014850734896092778
343,996,1,[1.27147260e-04 9.99872853e-01],0.0012676710290868728
344,2655,1,[2.13448921e-04 9.99786551e-01],0.002017520538442459
345,667,1,[1.62040940e-04 9.99837959e-01],0.0015762662897027225
346,408,1,[1.43747140e-04 9.99856253e-01],0.0014155331238349847
347,592,1,[1.33041173e-04 9.99866959e-01],0.0013204050883565991
348,723,1,[1.25081354e-04 9.99874919e-01],0.0012491229008281637
349,3441,0,[9.99488390e-01 5.11609874e-04],0.004388432098165795
350,1689,1,[0.00189142 0.99810858],0.013749628014303222
351,2074,1,[1.25925534e-04 9.99874074e-01],0.0012567062148107987
352,1978,1,[1.83509651e-04 9.99816490e-01],0.0017622709913595277
353,3010,0,[9.99617536e-01 3.82463518e-04],0.003391948863256309
354,2516,1,[4.63347873e-04 9.99536652e-01],0.00402037716367966
355,1598,1,[1.03030669e-04 9.99896969e-01],0.001048896754257738
356,713,1,[1.87899962e-04 9.99812100e-01],0.0017999889804824001
357,700,1,[1.07449468e-04 9.99892551e-01],0.0010893695676919572
358,4229,1,[1.09074987e-04 9.99890925e-01],0.0011042119487139745
359,4102,1,[1.35421190e-04 9.99864579e-01],0.001341624902858591
360,3631,0,[9.99638310e-01 3.61689685e-04],0.0032279151714828015
361,4348,1,[1.69339128e-04 9.99830661e-01],0.0016397992590671696
362,4443,1,[1.40331841e-04 9.99859668e-01],0.0013852760167023994
363,3136,1,[1.51448774e-04 9.99848551e-01],0.0014834691198186728
364,855,1,[2.79210268e-04 9.99720790e-01],0.0025641011906422373
365,2059,0,[9.99743664e-01 2.56336095e-04],0.0023759518177140543
366,1507,0,[9.99197821e-01 8.02178589e-04],0.006519929567043795
367,1340,1,[9.21189374e-05 9.99907881e-01],0.0009481234737983211
368,3059,1,[2.25788256e-04 9.99774212e-01],0.002121461301538853
369,267,1,[1.11446036e-04 9.99888554e-01],0.0011258183074737758
370,1932,1,[1.10653110e-04 9.99889347e-01],0.0011185983779824443
371,108,1,[1.05911071e-04 9.99894089e-01],0.0010753000450859122
372,2632,1,[1.38561527e-04 9.99861438e-01],0.0013695597033950221
373,2056,1,[1.85345525e-04 9.99814654e-01],0.0017780559674533554
374,1652,1,[1.78970446e-04 9.99821030e-01],0.0017231633161430516
375,3223,1,[1.13672366e-04 9.99886328e-01],0.0011460599584742733
376,1698,1,[1.38247757e-04 9.99861752e-01],0.0013667717999565339
377,3088,1,[1.67700786e-04 9.99832299e-01],0.0016255648632777424
378,2394,1,[1.04371357e-04 9.99895629e-01],0.0010611960917862211
379,503,1,[2.23207486e-04 9.99776793e-01],0.002099779155998779
380,1213,1,[1.19940229e-04 9.99880060e-01],0.0012028154363563897
381,2765,1,[1.54372653e-04 9.99845627e-01],0.0015091569117084089
382,2639,1,[8.27456951e-05 9.99917254e-01],0.0008605301731210312
383,1027,1,[1.12816150e-04 9.99887184e-01],0.0011382805042292419
384,4140,1,[9.39712183e-05 9.99906029e-01],0.0009653169925132844
385,2914,1,[1.31349042e-04 9.99868651e-01],0.001305292483612007
386,932,1,[8.04375547e-05 9.99919562e-01],0.0008388019495417865
387,3132,0,[9.99746379e-01 2.53621431e-04],0.002353490472891972
388,796,1,[1.27738593e-04 9.99872261e-01],0.0012729739312156844
389,421,1,[1.05347715e-04 9.99894652e-01],0.001070142258103594
390,1829,1,[8.13683450e-05 9.99918632e-01],0.0008475720277104841
391,1387,0,[9.99688244e-01 3.11756490e-04],0.0028286078665006836
392,3609,1,[9.99957093e-05 9.99900004e-01],0.0010209895183474309
393,2989,1,[1.38581677e-04 9.99861418e-01],0.0013697387193707077
