,guid,gold,sm,en
128,3008,1,[5.43122322e-04 9.99456878e-01],0.004626264006552469
129,5306,1,[0.65414664 0.34585336],0.6448418466964023
130,2795,1,[6.37408678e-04 9.99362591e-01],0.005327321991924715
131,4329,0,[0.92304342 0.07695658],0.2712726287851267
132,4673,0,[0.80226175 0.19773825],0.4972509361405086
133,5359,1,[7.02779438e-04 9.99297221e-01],0.005805039670970572
134,5294,0,[0.99217828 0.00782172],0.04573304042117447
135,5481,0,[0.83660729 0.16339271],0.44525318791753804
136,54,0,[0.91341327 0.08658673],0.2945688011190444
137,4100,0,[0.98002994 0.01997006],0.09792258128206098
138,4846,0,[0.97902076 0.02097924],0.10182604854801001
139,5680,0,[0.99734665 0.00265335],0.018389332634506414
140,4440,1,[0.0040372 0.9959628],0.02628292669776941
141,5686,1,[3.82243360e-04 9.99617757e-01],0.0033902164819750776
142,3011,0,[0.98564678 0.01435322],0.07516164537597858
143,1087,0,[0.9336491 0.0663509],0.24409589864379172
144,1092,0,[0.79209175 0.20790825],0.5111720323948988
145,126,0,[0.99098951 0.00901049],0.0514034555909254
146,2506,0,[0.99342587 0.00657413],0.03958495238682298
147,1682,1,[5.51825281e-04 9.99448175e-01],0.004691620259568843
148,2933,1,[0.00315922 0.99684078],0.021343184547798384
149,2129,0,[0.88419291 0.11580709],0.35848681721456205
150,4330,1,[7.09633710e-04 9.99290366e-01],0.005854766730938691
151,580,0,[0.99696221 0.00303779],0.020642120043698427
152,738,1,[0.03255007 0.96744993],0.1434976680435633
153,317,1,[5.02881911e-04 9.99497118e-01],0.004322221600313173
154,2,0,[0.91305804 0.08694196],0.2954049493647651
155,1220,0,[0.98357147 0.01642853],0.08379331130999046
156,1703,0,[0.99670859 0.00329141],0.022101114762463597
157,4792,0,[0.99712499 0.00287501],0.019694546787470527
158,4160,0,[0.99386838 0.00613162],0.03734905921459082
159,4574,0,[0.98878179 0.01121821],0.06152722587281861
160,5911,0,[0.96163042 0.03836958],0.1627275011903836
161,2080,1,[6.91059915e-04 9.99308940e-01],0.005719860361486892
162,2962,0,[0.94944765 0.05055235],0.20013841747279526
163,3978,1,[7.01312706e-04 9.99298687e-01],0.005794390013071596
164,4404,1,[8.10255503e-04 9.99189744e-01],0.006577456219767191
165,4579,0,[0.99071317 0.00928683],0.05269811191623949
166,3857,0,[0.94638085 0.05361915],0.20903676561013873
167,4501,1,[0.93554458 0.06445542],0.23905472665375654
168,2344,0,[0.99611821 0.00388179],0.025423834207651062
169,5207,1,[4.41676163e-04 9.99558324e-01],0.003853497641212149
170,4575,0,[0.9323821 0.0676179],0.24743315887702827
171,2600,0,[0.92439248 0.07560752],0.26790807646875153
172,4705,1,[0.16852932 0.83147068],0.45354658784587143
173,1967,0,[0.99307786 0.00692214],0.04132212553621767
174,3617,0,[0.99201691 0.00798309],0.04651288468883265
175,4024,1,[0.00143284 0.99856716],0.010814157813602999
176,3804,0,[0.99130362 0.00869638],0.049921480566060036
177,4238,0,[0.98857262 0.01142738],0.06246215512659594
178,3793,1,[0.00170924 0.99829076],0.012598527133773588
179,1014,0,[0.98085033 0.01914967],0.09471107007110441
180,623,1,[5.53104608e-04 9.99446895e-01],0.004701215938021711
181,3407,0,[0.98593568 0.01406432],0.07393683646292475
182,4557,1,[0.24127203 0.75872797],0.552541736418643
183,6015,0,[0.98609042 0.01390958],0.07327830467786764
184,1399,0,[0.99306944 0.00693056],0.04136397261440448
185,755,0,[0.9354601 0.0645399],0.23928066355505603
186,4639,1,[0.0024398 0.9975602],0.017114243772740578
187,958,0,[0.98253674 0.01746326],0.08799516912307478
188,2854,1,[9.54447720e-04 9.99045552e-01],0.0075915820193965
189,937,0,[0.99646216 0.00353784],0.02349999687589595
190,5472,0,[0.97615818 0.02384182],0.11263583440438249
191,1971,1,[4.24357472e-04 9.99575643e-01],0.0037193753356021767
192,1433,0,[0.88360329 0.11639671],0.35968366800793894
193,5883,0,[0.9884353 0.0115647],0.06307379153415717
194,4890,0,[0.97997994 0.02002006],0.09811716946339968
195,2603,1,[5.32524881e-04 9.99467475e-01],0.004546492210995477
196,2079,1,[0.00260883 0.99739117],0.0181249758796877
197,5483,1,[0.60251457 0.39748543],0.6719789149591677
198,4153,0,[0.99648688 0.00351312],0.023360471218515675
199,4256,0,[0.93390366 0.06609634],0.2434222865607585
200,2148,0,[0.97984133 0.02015867],0.09865599855896254
201,5392,0,[0.98671846 0.01328154],0.07058751888741367
202,3627,0,[0.97760527 0.02239473],0.10721806083024574
203,4342,0,[0.99132696 0.00867304],0.04981088735997708
204,302,1,[5.26510951e-04 9.99473489e-01],0.004501129025863134
205,63,0,[0.98773511 0.01226489],0.0661673171084227
206,2662,1,[4.16725023e-04 9.99583275e-01],0.003660044024726529
207,2953,0,[0.93105839 0.06894161],0.2508925643277211
208,1067,0,[0.9855232 0.0144768],0.07568376793286073
209,4718,0,[0.96899678 0.03100322],0.13821234618085856
210,4909,0,[0.93473857 0.06526143],0.24120554934517469
211,5280,1,[7.91294743e-04 9.99208705e-01],0.006442282061933389
212,3212,0,[0.98893905 0.01106095],0.060821783446931774
213,1846,1,[5.19866611e-04 9.99480133e-01],0.004450930691413427
214,343,1,[0.9401341 0.0598659],0.22659836897794586
215,3092,0,[0.95983142 0.04016858],0.1684795503161835
216,3837,0,[0.99373637 0.00626363],0.03801935852666704
217,3369,0,[0.96457211 0.03542789],0.15313100506631228
218,2244,1,[5.41909845e-04 9.99458090e-01],0.004617147697097547
219,5275,0,[0.91587197 0.08412803],0.2887374633260837
220,303,1,[5.28924366e-04 9.99471076e-01],0.004519341672130846
221,5417,0,[0.98619632 0.01380368],0.07282666127970555
222,2057,0,[0.97233885 0.02766115],0.12651562922479065
223,865,1,[0.00365182 0.99634818],0.024141084519494406
224,744,0,[0.97280047 0.02719953],0.12486844242176767
225,1879,1,[0.00109505 0.99890495],0.008559389422365336
226,5515,1,[0.00477799 0.99522201],0.030298883637914543
227,1287,1,[0.03079377 0.96920623],0.13749065984857398
228,2415,0,[0.99553564 0.00446436],0.02861385370507417
229,3682,1,[4.8344994e-04 9.9951655e-01],0.004174261981091637
230,59,0,[0.95654504 0.04345496],0.17877287645819995
231,4499,0,[0.9946146 0.0053854],0.03350451982288223
232,644,1,[0.00457739 0.99542261],0.029223582746932587
233,6027,0,[0.96938871 0.03061129],0.13686068438390134
234,2266,0,[0.8046792 0.1953208],0.4938468526106238
235,5173,1,[0.01700664 0.98299336],0.08614881995137223
236,794,1,[8.07720444e-04 9.99192280e-01],0.006559409339866492
237,4751,1,[4.65995648e-04 9.99534004e-01],0.004040695437255498
238,509,0,[0.59670114 0.40329886],0.6743265896207578
239,2693,1,[7.12918193e-04 9.99287082e-01],0.005878571808333975
240,3160,1,[4.54574868e-04 9.99545425e-01],0.003952946960440576
241,9,0,[0.98191215 0.01808785],0.09050103728359607
242,2165,1,[8.58373895e-04 9.99141626e-01],0.006918529189697374
243,5879,0,[0.9464938 0.0535062],0.20871239949101855
244,3333,0,[0.76528699 0.23471301],0.5449087078803028
245,3676,1,[5.27151457e-04 9.99472849e-01],0.004505963630564013
246,1550,1,[7.24558314e-04 9.99275442e-01],0.005962814917314183
247,4137,0,[0.99539943 0.00460057],0.02934826121504553
248,5248,0,[0.99345181 0.00654819],0.03945473346404273
249,1778,1,[0.10850725 0.89149275],0.34338296133312307
250,1579,0,[0.85105346 0.14894654],0.4208773945409048
251,3089,1,[8.32405372e-04 9.99167595e-01],0.006734804320072736
252,6,1,[3.92344817e-04 9.99607655e-01],0.0034695732015447506
253,706,0,[0.94091921 0.05908079],0.22443076956835722
254,2780,1,[4.32518176e-04 9.99567482e-01],0.0037826611975789316
255,917,1,[0.00202696 0.99797304],0.01459454865171388
256,3401,1,[0.00416013 0.99583987],0.026958181206107417
257,1002,0,[0.99438219 0.00561781],0.03471241801010669
258,5418,1,[5.74424167e-04 9.99425576e-01],0.004860694123621214
259,2814,1,[0.58209416 0.41790584],0.6796070538061352
260,6072,0,[0.99582412 0.00417588],0.027044442781068732
261,5795,1,[0.1544727 0.8455273],0.4303896211873883
262,4750,1,[4.98039065e-04 9.99501961e-01],0.004285418460050653
263,4057,1,[0.86352604 0.13647396],0.39851069815520057
264,2682,0,[0.92249164 0.07750836],0.27264133224894294
265,3762,0,[0.93190229 0.06809771],0.24869028649357278
266,5765,0,[0.99575049 0.00424951],0.02744681667689535
267,2990,1,[0.03742059 0.96257941],0.15965816284656045
268,1183,1,[3.44870534e-04 9.99655129e-01],0.0030942367192177255
269,695,1,[9.51911014e-04 9.99048089e-01],0.0075739398538303485
270,1431,1,[0.15062897 0.84937103],0.4237985424971169
271,806,0,[0.89265145 0.10734855],0.34093567797093877
272,2827,1,[5.36549417e-04 9.99463451e-01],0.004576811364118404
273,4910,0,[0.89536864 0.10463136],0.3351415520281291
274,2797,0,[0.14649852 0.85350148],0.41658702245581364
275,5149,0,[0.99620636 0.00379364],0.024933803797008235
276,4540,0,[0.96440087 0.03559913],0.15369637388860877
277,3078,1,[8.76991391e-04 9.99123009e-01],0.007049760861776423
278,228,1,[0.00201216 0.99798784],0.014502697440234776
279,4733,1,[0.0408115 0.9591885],0.17051460716756284
280,3713,0,[0.97345203 0.02654797],0.12252974316491289
281,2593,0,[0.95299986 0.04700014],0.18958574803689573
282,2493,1,[0.0111156 0.9888844],0.061067189454821716
283,1695,1,[0.00236414 0.99763586],0.016658116497831253
284,3603,0,[0.97902933 0.02097067],0.10179313907608306
285,684,1,[3.22666981e-04 9.99677333e-01],0.002916499215833185
286,4231,0,[0.95590186 0.04409814],0.18075638230487093
287,3426,1,[0.89299263 0.10700737],0.3402124140090992
288,2643,1,[5.11095286e-04 9.99488905e-01],0.004384532583056426
289,1187,1,[0.00305827 0.99694173],0.02076070282899405
290,4203,1,[0.00153265 0.99846735],0.011464208886805927
291,5198,1,[5.56525927e-04 9.99443474e-01],0.004726863248255097
292,4610,1,[0.0082507 0.9917493],0.04779893601055221
293,4053,1,[3.87375398e-04 9.99612625e-01],0.0034305665404026258
294,3450,0,[0.98714666 0.01285334],0.06873577166164262
295,5223,1,[3.23255224e-04 9.99676745e-01],0.0029212273125173997
296,3849,1,[7.17548195e-04 9.99282452e-01],0.005912103150426487
297,5236,1,[6.77211659e-04 9.99322788e-01],0.005618952454245996
298,2627,0,[0.98302075 0.01697925],0.08603769148517848
299,4562,0,[0.78072672 0.21927328],0.5259866299865673
300,5216,0,[0.98774217 0.01225783],0.0661363440493141
301,5214,1,[7.94864474e-04 9.99205136e-01],0.006467765637591623
302,893,0,[0.98943961 0.01056039],0.058561004797750546
303,5457,0,[0.99289617 0.00710383],0.042222048313133434
304,5038,0,[0.95735811 0.04264189],0.17625119469632528
305,1708,0,[0.93645011 0.06354989],0.23662545000422386
306,4958,0,[0.99171399 0.00828601],0.04796800181273732
307,6041,0,[0.99252047 0.00747953],0.0440681722758024
308,2032,0,[0.39620231 0.60379769],0.6714417561300395
309,1191,1,[0.06617084 0.93382916],0.24361953618264018
310,477,0,[0.94626669 0.05373331],0.20936435945755089
311,4627,0,[0.97514144 0.02485856],0.11638824798019952
312,4265,1,[0.00410507 0.99589493],0.026656164960895998
313,809,0,[0.99351537 0.00648463],0.03913518673151837
314,1495,0,[0.92408982 0.07591018],0.2686651575135441
315,3535,0,[0.98991077 0.01008923],0.05641114205030319
316,5851,0,[0.66686709 0.33313291],0.6363751522690431
317,1765,0,[0.99230999 0.00769001],0.04509407246657806
318,5590,1,[6.54508358e-04 9.99345492e-01],0.0054529047508228784
319,2183,0,[0.9947496 0.0052504],0.03279828787422988
320,5719,0,[0.99256154 0.00743846],0.04386729548421345
321,2412,1,[6.24955392e-04 9.99375045e-01],0.005235574880804287
322,3773,0,[0.86562527 0.13437473],0.3946190692625541
323,3613,1,[0.00135819 0.99864181],0.010323524429942867
324,4855,0,[0.97273381 0.02726619],0.1251068078650972
325,1053,1,[5.13285038e-04 9.99486715e-01],0.004401122803298885
326,3834,1,[5.3113047e-04 9.9946887e-01],0.0045359802199711925
327,4882,0,[0.98522992 0.01477008],0.07691857042215225
328,1207,1,[3.37311815e-04 9.99662688e-01],0.0030338951620936003
329,1274,0,[0.98698733 0.01301267],0.06942647417890217
330,1254,0,[0.94058149 0.05941851],0.22536451613338795
331,1253,0,[0.90647743 0.09352257],0.31061287517653113
332,4432,0,[0.99471825 0.00528175],0.032962639842613654
333,1931,1,[5.80086185e-04 9.99419914e-01],0.004902913825975208
334,531,0,[0.94160911 0.05839089],0.22251683685417453
335,143,1,[0.0036963 0.9963037],0.02439029524403977
336,5778,0,[0.9743975 0.0256025],0.11910677145206068
337,452,1,[2.87392947e-04 9.99712607e-01],0.0026309434484788397
338,190,1,[0.0011581 0.9988419],0.008987290185899803
339,344,1,[5.06525234e-04 9.99493475e-01],0.004349878195679695
340,1590,0,[0.98202887 0.01797113],0.09003442401934958
341,591,1,[0.00117933 0.99882067],0.009130664200943857
342,3637,0,[0.99228311 0.00771689],0.04522463840113087
343,1066,0,[0.98972081 0.01027919],0.057280552198170964
344,2053,1,[5.63209461e-04 9.99436791e-01],0.004776904581475362
345,1314,0,[0.97701077 0.02298923],0.10945506761633174
346,1876,0,[0.10304386 0.89695614],0.33172000727388495
347,4537,1,[9.41832490e-04 9.99058168e-01],0.007503779172065991
348,5690,0,[0.98725073 0.01274927],0.06828356039941635
349,2040,0,[0.98848001 0.01151999],0.06287481003757708
350,1133,0,[0.98906594 0.01093406],0.06025087592200454
351,5589,0,[0.99564982 0.00435018],0.02799496698682107
352,5796,0,[0.9912372 0.0087628],0.05023576882313907
353,4990,0,[0.99654268 0.00345732],0.023044899530150445
354,3622,0,[0.89342679 0.10657321],0.3392902820414958
355,3626,1,[4.39365826e-04 9.99560634e-01],0.0038356454118055054
356,5398,0,[0.90726108 0.09273892],0.3088292971644955
357,3380,0,[0.97753193 0.02246807],0.10749488932540616
358,4809,0,[0.89885338 0.10114662],0.32759508472556986
359,5379,0,[0.98422349 0.01577651],0.08111182264585982
360,5562,1,[0.81173733 0.18826267],0.48369398824223603
361,3870,1,[5.52077805e-04 9.99447922e-01],0.004693514567171271
362,1210,0,[0.96916808 0.03083192],0.13762222966550028
363,5339,0,[0.96921768 0.03078232],0.13745117457415534
364,4994,1,[0.09363439 0.90636561],0.3108667926800682
365,379,0,[0.85278551 0.14721449],0.4178467540853852
366,5943,0,[0.98071173 0.01928827],0.09525609748674436
367,756,1,[0.86906115 0.13093885],0.38816754158966593
368,2000,1,[2.81263133e-04 9.99718737e-01],0.002580892806293001
369,3990,1,[0.15124759 0.84875241],0.42486707145451763
370,5640,1,[6.51301278e-04 9.99348699e-01],0.005429385860079506
371,1928,0,[0.98321431 0.01678569],0.0852509529084953
372,2152,1,[0.07310933 0.92689067],0.2616085692303872
373,4422,1,[5.44001796e-04 9.99455998e-01],0.004632874853580052
374,1665,0,[0.99504491 0.00495509],0.0312411425422676
375,3355,0,[0.55065479 0.44934521],0.6880065509090834
376,5394,0,[0.73046178 0.26953822],0.5827990004857131
377,2468,0,[0.98415427 0.01584573],0.08139777163206963
378,3425,1,[0.03859438 0.96140562],0.16345097964721103
379,1151,0,[0.99792068 0.00207932],0.014918449424988905
380,1906,0,[0.98181594 0.01818406],0.09088505595266876
381,5860,0,[0.98554481 0.01445519],0.07559253127175863
382,839,0,[0.76598245 0.23401755],0.5440854122948497
383,1271,0,[0.975546 0.024454],0.11490036733673327
384,1797,1,[5.06003097e-04 9.99493997e-01],0.004345916247573075
385,3969,0,[0.99267155 0.00732845],0.04332812552239069
386,5393,0,[0.64632554 0.35367446],0.6496916501425658
387,5530,1,[7.43170980e-04 9.99256829e-01],0.00609713282462483
388,1250,0,[0.97932625 0.02067375],0.10064976431005053
389,4060,0,[0.90357677 0.09642323],0.31715216777548305
390,378,0,[0.94377813 0.05622187],0.21644275546291786
391,4510,1,[4.68677757e-04 9.99531322e-01],0.004061261831785708
392,1798,1,[0.02852458 0.97147542],0.12957545883881547
393,795,1,[5.07761056e-04 9.99492239e-01],0.004359253401200561
394,5819,0,[0.94142484 0.05857516],0.22302888052609546
395,5740,0,[0.99677567 0.00322433],0.021717229284864904
396,4378,0,[0.97855348 0.02144652],0.10361655088865358
397,3320,0,[0.97275085 0.02724915],0.12504589404527056
398,5157,0,[0.79521157 0.20478843],0.506969368330655
399,5233,0,[0.99273529 0.00726471],0.04301494623270786
400,4119,1,[0.01342653 0.98657347],0.07121135127755278
401,5445,0,[0.99185701 0.00814299],0.04728241217584281
402,6064,0,[0.9891316 0.0108684],0.059954915192876004
403,4269,0,[0.95865578 0.04134422],0.172192863798061
404,5704,0,[0.99316173 0.00683827],0.040905095169165365
405,3722,0,[0.91516083 0.08483917],0.2904320535622011
406,2897,0,[0.98688705 0.01311295],0.06986016948754037
407,2543,0,[0.98977833 0.01022167],0.057017678476544896
408,5126,1,[0.20159631 0.79840369],0.5026074294855962
409,3227,1,[3.06961143e-04 9.99693039e-01],0.002789858062362854
410,1845,0,[0.98866207 0.01133793],0.062062799473198975
411,4463,1,[0.00624288 0.99375712],0.037914192821879515
412,3113,1,[0.42817204 0.57182796],0.6827928806981552
413,5189,1,[6.45592637e-04 9.99354407e-01],0.0053874828088612495
414,3867,0,[0.97941502 0.02058498],0.10030708854552203
415,1396,0,[0.97664691 0.02335309],0.11081643966260371
416,5440,0,[0.98938265 0.01061735],0.05881947638933517
417,702,1,[0.00759284 0.99240716],0.044621177016719686
418,5874,1,[6.98175131e-04 9.99301825e-01],0.0057715983638613935
419,1982,0,[0.97878066 0.02121934],0.10274738809216481
420,3764,0,[0.94773336 0.05226664],0.20513590793480432
421,982,0,[0.98307352 0.01692648],0.08582343319081498
422,5813,1,[5.35030355e-04 9.99464970e-01],0.00456537095371182
423,5619,0,[0.92217139 0.07782861],0.273433788964616
424,1517,0,[0.91765543 0.08234457],0.2844586172552087
425,5320,1,[0.00105034 0.99894966],0.008253722933585032
426,1935,0,[0.95899884 0.04100116],0.1711129396767723
427,222,1,[0.00255403 0.99744597],0.017798532508300192
428,4368,0,[0.89683267 0.10316733],0.33198708962758094
429,5960,1,[0.00124589 0.99875411],0.009577482706306826
430,342,0,[0.98524704 0.01475296],0.07684665637414377
431,4989,0,[0.99289312 0.00710688],0.04223712871803999
432,5432,1,[4.06707522e-04 9.99593292e-01],0.0035819597254361213
433,3062,1,[0.00132705 0.99867295],0.010117606068097878
434,3228,0,[0.81573399 0.18426601],0.47780096124158555
435,3081,0,[0.84109069 0.15890931],0.4378568385499142
436,3257,0,[0.98579039 0.01420961],0.07455354365053835
437,5620,0,[0.97179542 0.02820458],0.12844463167219705
438,2176,1,[0.37763202 0.62236798],0.6628929773427599
439,1787,0,[0.99703935 0.00296065],0.020194191614911768
440,3785,1,[0.19387329 0.80612671],0.49179078578496327
441,1079,0,[0.9583719 0.0416281],0.1730842556204208
442,3787,0,[0.97468904 0.02531096],0.11804411000370293
443,4837,0,[0.98652804 0.01347196],0.07140648594620677
444,5679,1,[0.0214843 0.9785157],0.10376084468365741
445,1379,0,[0.99534564 0.00465436],0.02963717252306531
446,4866,0,[0.99531582 0.00468418],0.029797066998160128
447,5338,1,[8.24553807e-04 9.99175446e-01],0.006679096733081421
448,2553,1,[0.00109924 0.99890076],0.0085879013159458
449,144,1,[6.36805419e-04 9.99363195e-01],0.005322883253656776
450,2820,1,[0.00211012 0.99788988],0.015108348017868697
451,3752,1,[0.00420022 0.99579978],0.027177571683768383
452,5526,0,[0.96862804 0.03137196],0.13947934630318976
453,4181,1,[5.74947951e-04 9.99425052e-01],0.004864602137178732
454,1516,0,[0.93895867 0.06104133],0.2298232278408831
455,4468,0,[0.87812227 0.12187773],0.37064961909497196
456,3794,0,[0.98561938 0.01438062],0.0752774908267899
457,3389,0,[0.88882641 0.11117359],0.34896200056553833
458,3873,1,[0.00167441 0.99832559],0.01237631166568158
459,5475,1,[0.00551874 0.99448126],0.034198759925853195
460,3111,1,[5.02369633e-04 9.99497630e-01],0.004318330765818678
461,5519,1,[3.55563332e-04 9.99644437e-01],0.003179315531628872
